category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
celebrities,Billie Eilish,Which performer criticized extreme wealth and urged billionaires to do more in a widely shared interview?,"In the interview, Billie Eilish criticized extreme wealth and urged billionaires to do more.","In the interview, Billie Eilish criticized extreme wealth and called for more action.",True,The entity 'Billie Eilish' is explicitly mentioned in the generated answer.,True,The generated answer conveys the same core information as the reference. 'Urged billionaires to do more' is consistent with 'called for more action' in the context of criticizing extreme wealth.
countries,Haiti,The country where a UN report said thousands were killed in gang-related violence over a short period was which one?,"The country where a UN report said thousands were killed in gang-related violence was Haiti, underscoring the scale of the crisis.","The country where a UN report said thousands were killed in gang-related violence was Haiti, underscoring the scale of the crisis.",True,The generated answer explicitly mentions 'Haiti'.,True,"The generated answer is identical to the reference answer, conveying all the same core information."
countries,Israel,"In which country did lawmakers pass a measure increasing political influence over judicial appointments, triggering large public controversy?","In this episode, Israel passed a measure increasing political influence over judicial appointments.",Israel passed a measure increasing political influence over judicial appointments.,True,The entity 'Israel' is explicitly mentioned in the generated answer.,True,"The generated answer conveys the same core information as the reference answer, identifying Israel as the country, despite the minor addition of 'In this episode'."
elections,Australia,In which country was a national election called with cost-of-living pressures dominating the opening week?,Australia called a national election with cost-of-living pressures dominating the opening week.,Australia called a national election amid cost pressures.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
movies,31st Screen Actors Guild Awards,Which guild ceremony awarded Demi Moore the leading-actress film prize for “The Substance”?,31st Screen Actors Guild Awards,"In the film honors, 31st Screen Actors Guild Awards gave Demi Moore the leading-actress prize that night.",True,The generated answer explicitly mentions the entity '31st Screen Actors Guild Awards'.,True,The generated answer directly provides the core information requested by the question (the name of the guild ceremony) and this is confirmed by the reference answer as the correct answer. The reference adds context but the key piece of information matches.
cybersecurity,Adobe,Which company later issued additional 2025 fixes for a content-management product line after high-severity flaws were disclosed?,The later 2025 fixes from Adobe addressed high-severity flaws quickly.,The 2025 fixes from Adobe covered the content-management product line. They included remediation steps and emphasized applying updates across affected components.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
organizations,Apple,Which company reported a quarterly earnings beat and announced a large share buyback program alongside a dividend raise?,"The company with quarterly earnings beat and a large share buyback program alongside a dividend raise was Apple, according to the report.","The company that paired an earnings beat with a large buyback was Apple, in its quarterly filing.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
movies,50th Toronto International Film Festival,Which festival listed “Sing Sing” as a runner-up for its top audience award?,50th Toronto International Film Festival listed “Sing Sing” as a runner-up for its top audience award in the lineup.,The runner-up placement referenced in the question was listed by 50th Toronto International Film Festival in its announcement.,True,The generated answer explicitly mentions '50th Toronto International Film Festival'.,True,"Both the generated and reference answers state that the 50th Toronto International Film Festival listed 'Sing Sing' as a runner-up for its top audience award, directly answering the question."
countries,Ukraine,"Where did the president say elections could be considered if security conditions and legislative changes allowed, while the war still shaped public life?","The president in Ukraine said elections could be considered if security conditions and legislative changes allowed, while the war still shaped public life.",The president in Ukraine said elections could be considered if security conditions and legislative changes allowed. He framed the issue as contingent on protecting voters and maintaining frontline stability.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
laws,Digital Services Act,Under which EU regime did regulators publish preliminary findings that two very large platforms did not provide vetted researchers sufficient data access?,Digital Markets Act set the investigation.,The relevant law is Digital Services Act for this finding.,False,"The generated answer mentions 'Digital Markets Act', which is a different entity than 'Digital Services Act'.",False,"The generated answer incorrectly identifies the Digital Markets Act as the relevant regime, while the reference states it is the Digital Services Act."
movies,41st Sundance Film Festival,Which festival awarded the world-cinema documentary grand jury prize to “Cutting Through Rocks”?,41st Sundance Film Festival awarded the world-cinema documentary grand jury prize to “Cutting Through Rocks” officially. The festival also included a film festival date of 2024 in the context.,"At 41st Sundance Film Festival, the world-cinema documentary grand jury prize went to “Cutting Through Rocks” in the record. The same awards slate also included a U.S. documentary grand jury win for “Seeds” as context.",True,The generated answer explicitly mentions '41st Sundance Film Festival'.,True,Both the generated answer and the reference answer convey the core information that the '41st Sundance Film Festival' awarded the 'world-cinema documentary grand jury prize' to 'Cutting Through Rocks'.
products,Zepbound,Which weight-loss injection was cited in late-2025 reporting about demand and supply dynamics for GLP-1 medicines?,Zepbound was cited in late-2025 reporting about demand and supply dynamics for GLP- 1 medicines.,Zepbound was cited in late-2025 reporting about demand and supply dynamics for GLP-1 medicines. The coverage connected availability pressures to policy scrutiny and market responses.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
cities,"Washington, D.C.",In which city did a wave of new federal executive actions become a major local storyline?,"Washington, D.C. was the city involved.","Washington, D.C. was the city involved.",True,"The generated answer explicitly mentions 'Washington, D.C.'.",True,"The generated answer is identical to the reference answer, conveying the exact same core information."
celebrities,Novak Djokovic,Which player reached 100 match wins at Wimbledon after advancing into the second week?,Novak Djokovic reached 100 Wimbledon wins.,Novak Djokovic reached 100 Wimbledon wins.,True,The entity 'Novak Djokovic' is explicitly mentioned in the generated answer.,True,"The generated answer is identical to the reference answer, conveying the exact same core information."
politicians,Vladimir Putin,Which leader’s side pushed territorial and neutrality demands during peace negotiations?,"In negotiations, Vladimir Putin’s side pushed territorial and neutrality demands.","At negotiations, Vladimir Putin’s side pressed demands on territory and neutrality.",True,The generated answer explicitly mentions 'Vladimir Putin'.,True,"The generated answer conveys the same core information as the reference answer, identifying 'Vladimir Putin's side' as pushing/pressing 'territorial and neutrality demands' during negotiations. The phrasing is slightly different ('pushed' vs 'pressed', 'territorial and neutrality demands' vs 'demands on territory and neutrality'), but the meaning is identical."
companies,The Walt Disney Company,Which media group agreed to a US regulator settlement over alleged children's-privacy violations tied to online services?,The Walt Disney Company agreed to a US regulator settlement over alleged children’s-privacy violations tied to online services.,The Walt Disney Company,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,Toyota,Which automaker issued a major recall after identifying a safety-related defect that could raise crash risk?,Toyota issued a major recall after identifying a safety-related defect that raised crash risk.,Toyota issued a major recall after identifying a safety-related defect.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
companies,JPMorgan Chase,Which bank reported second-quarter results while warning that credit losses could normalize from unusually low levels?,JPMorgan Chase reported second-quarter results while warning that credit losses could normalize from unusually low levels.,"The bank that reported second-quarter results while warning about normalizing credit losses was JPMorgan Chase, executives said.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Honduras,Which country’s electoral authorities issued new rules and timelines ahead of a high-stakes national vote?,Honduras,Honduras,True,"The generated answer is 'Honduras', which explicitly mentions the entity.",True,The generated answer 'Honduras' is identical to the reference answer 'Honduras' and directly answers the question.
laws,Corporate Transparency Act,Which U.S. beneficial-ownership reporting law was cited when regulators extended filing deadlines in response to court developments?,Corporate Transparency Act extended the compliance deadline.,Corporate Transparency Act drove the reporting extension.,True,The entity 'Corporate Transparency Act' is explicitly mentioned in the generated answer.,True,Both the generated and reference answers correctly identify the 'Corporate Transparency Act' as the law related to the reporting extension. The phrasing 'extended the compliance deadline' and 'drove the reporting extension' convey the same core information in response to the question.
elections,Belarus,Where did Western governments denounce the election outcome and expand pressure measures afterward?,International reaction in Belarus followed the vote.,International denunciations after the vote focused on Belarus in particular.,True,The generated answer explicitly mentions 'Belarus'.,True,"Both the generated answer and the reference answer convey that Belarus was the location/focus of the international reaction/denunciations after the vote, which directly answers 'Where'."
countries,Indonesia,"After the government released a national AI roadmap to attract investment and build domestic capability, which country published the plan?","After the government released a national AI roadmap to attract investment and build domestic capability, Indonesia published the plan.","After the government released a national AI roadmap, Indonesia positioned it as a catalyst for investment and domestic capability.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
countries,Japan,In which country did an upper-house vote leave the ruling bloc short of a majority?,Japan held an upper-house vote that left the ruling bloc short of a majority.,Japan held an upper-house vote that left the ruling bloc short of a majority.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
products,Wegovy,Which weight-loss drug gained U.S. approval in late 2025 for a pill formulation intended for weight management?,Wegovy gained U.S. approval in late 2021 for a pill formulation intended for weight management.,Wegovy was granted late-2025 U.S. approval for a pill formulation for weight management. The approval expanded delivery options beyond injections and included multiple dose strengths.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
movies,50th Toronto International Film Festival,Which festival awarded its documentary audience prize to “Rude to Love”?,50th Toronto International Film Festival awarded the documentary audience prize to “Rude to Love” officially.,"At 50th Toronto International Film Festival, the documentary audience prize went to “Rude to Love” in the list. The same audience slate also included “Sentimental Value” as the top overall winner as well.",True,The generated answer explicitly mentions the entity '50th Toronto International Film Festival'.,True,"The generated answer provides the core information requested by the question (the festival that awarded the prize to 'Rude to Love'), which is fully consistent with the reference answer. The reference includes additional information not directly relevant to the question, which the generated answer correctly omits."
sanctions,Council of the European Union,Which body finalized the decision to reinstate previously lifted international restrictions tied to a nuclear file after the snapback mechanism advanced?,"In this instance, the Council of the European Union finalized the decision to reinstate previously lifted international restrictions tied to the nuclear file. It advanced the snapback mechanism to limit reinstatement, under the agreement’s terms.","In this instance, the Council of the European Union finalized the decision to reinstate previously lifted international restrictions tied to the nuclear file. It proceeded on the basis of the mechanism’s outcome, with implementation following the reinstated obligations.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
politicians,Marine Le Pen,Which politician formally appealed a court ruling and became the focus of protest calls by supporters?,Marine Le Pen filed an appeal against a court ruling and became the focus of protests.,Marine Le Pen filed an appeal against the conviction.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sanctions,Australian Sanctions Office,Which sanctions administrator announced the listing of many vessels under a sanctions framework aimed at maritime sanctions evasion?,Australian Sanctions Office,Australian Sanctions Office,True,"The generated answer explicitly states 'Australian Sanctions Office', which is the specified entity.",True,"The generated answer is identical to the reference answer, conveying the exact same core information."
cities,Boulder,Which city’s college football program saw its celebrity coach receive a contract extension?,Boulder was the town involved.,The reporting placed the contract extension in Boulder and described the expectations around it. It also noted the coach’s outsized impact on attention and revenue.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
laws,Endangered Species Act,"Which U.S. wildlife-protection statute was central as environmental groups appealed a ruling that vacated a species listing, seeking to restore protections?",Endangered Species Act was the U.S. wildlife-protection statute underlying the dispute.,"In the appeal, the Endangered Species Act was the legal foundation for the contested listing decision. The dispute focused on whether the agency applied the correct legal and scientific standards when protecting the species.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sports teams,Tottenham Hotspur,Which club won the European final and ended a long wait for major silverware?,Tottenham Hotspur won the European final and ended a long wait for major silverware.,Tottenham Hotspur won the European final to end a long trophy wait.,True,The generated answer explicitly mentions 'Tottenham Hotspur'.,True,"The generated answer conveys the same core information as the reference: Tottenham Hotspur won the European final, and this ended a long wait for a major trophy/silverware. 'to end a long trophy wait' and 'and ended a long wait for major silverware' are semantically equivalent."
cybersecurity,Ivanti,"After agencies warned that attackers were continuing to compromise unpatched remote-access systems, which company published updated mitigation guidance?",Ivanti,"The mitigation guidance responding to continued compromise reports was published by Ivanti, not as an afterthought.",True,"The generated answer explicitly states 'Ivanti', which is the entity.",True,"The question asks 'which company' and the generated answer provides 'Ivanti'. The reference answer also identifies 'Ivanti' as the company that published the guidance, making the core information identical."
organizations,Apple,Which company reported a quarterly update that pointed to weaker sales in China while it still topped profit expectations?,The quarterly update from Apple pointed to weaker sales in China while still topping profit expectations.,The quarterly report from Apple highlighted softer China sales and strong profits.,True,The generated answer explicitly mentions 'Apple'.,True,"The generated answer conveys the same core information as the reference answer: it names Apple, mentions weaker/softer sales in China, and strong profits/topping expectations."
organizations,Microsoft,Which company posted quarterly results that beat expectations and said it would keep investing heavily in AI infrastructure?,The quarterly update from Microsoft emphasized heavy AI investment.,"In the quarterly report, Microsoft said it would continue investing heavily in AI infrastructure. The update also described results that exceeded market expectations on key lines.",True,"The generated answer explicitly mentions ""Microsoft"".",False,"The generated answer only mentions Microsoft's heavy AI investment. It omits the information that the company posted quarterly results that beat expectations, which is a key part of the question and reference."
companies,Netflix,Which company said its ad-supported plan reached a new milestone in monthly active users?,"In a ad-supported plan, Netflix said its ad-tier hit a new milestone.",The ad-supported plan at Netflix reached a new milestone in monthly active users.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
cities,Cleveland,Which city’s readers drove attention to a story about a famous architect’s newly completed home offered as overnight rentals nearby?,"Cleveland was the city involved in it, according to the 2023-coverage.",Cleveland,True,The generated answer explicitly mentions 'Cleveland'.,True,"The generated answer correctly identifies 'Cleveland' as the city, which is the core information provided by the reference answer. The additional phrasing does not detract from the correctness of the answer."
cities,Chicago,Which city saw an extended public celebration after its baseball team returned to the postseason?,Chicago was the city involved.,"Coverage tied the postseason celebration to Chicago and highlighted how it unfolded across the city. The reporting emphasized the unusually long, citywide nature of the festivities.",True,The answer explicitly mentions 'Chicago'.,True,"The generated answer correctly identifies 'Chicago' as the city, which is the key information requested by the 'Which city' question. Although the reference provides more detail, the core answer to the question is present and correct."
sanctions,Australian Sanctions Office,Which sanctions administrator announced fresh listings under a cyber framework aimed at malicious cyber activity and its enablers?,Australian Sanctions Office,"In this action, the Australian Sanctions Office announced fresh listings under a cyber framework aimed at malicious cyber activity and its enablers. It clarified that compliance expectations extend to support services, within the same action.",True,The generated answer explicitly states the entity 'Australian Sanctions Office'.,True,"The question asks 'Which sanctions administrator...' and the reference identifies 'Australian Sanctions Office' as that administrator. The generated answer provides the exact name of the administrator, which is the core information requested by the question and supported by the reference."
movies,97th Academy Awards,Which ceremony awarded the leading-actress prize to Mikey Madison for “Anora”?,97th Academy Awards recognized the film for its overall success on the list.,The leading-actress prize described in the question was presented at 97th Academy Awards during the show.,True,The generated answer explicitly mentions '97th Academy Awards'.,False,"The reference answer confirms the leading-actress prize was presented at the 97th Academy Awards. The generated answer states the 97th Academy Awards 'recognized the film for its overall success', which is vague and does not confirm that the specific leading-actress prize described in the question was awarded there."
celebrities,Rihanna,Which celebrity had her voice role highlighted in the trailer for an animated movie reboot?,The trailer featured Rihanna as a voice star in the role.,The trailer featured Rihanna as a voice performer.,True,The generated answer explicitly mentions 'Rihanna'.,True,Both the generated and reference answers identify Rihanna as featured in the trailer for a voice role. 'Voice star' conveys the same meaning as 'voice performer' in this context.
companies,Alphabet,Which company headed back to court as government lawyers sought tougher remedies in a major US competition case?,The remedies sought tougher remedies at court in a major US competition case.,"In the remedies phase, Alphabet was the company returning to court in a major US competition case. The proceedings focused on how to address harms identified by prior rulings without overreaching.",False,The generated answer does not explicitly mention or reference 'Alphabet'.,False,"The generated answer fails to identify the company (Alphabet) that the question asks about, which is the key information provided by the reference answer."
court cases,Stability AI,"When a U.K. High Court trial involving alleged misuse of copyrighted material began, which company was on the defense side?","In the trial, Stability AI was on the defense side as the accused.","The defendant in that trial was Stability AI, in the High Court.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
laws,Online Safety Act,Under which UK online-safety framework did the regulator issue a notable fine against a platform after noncompliance with information requests and safety duties?,Online Safety Act set the Online Safety Act regulator.,"In that enforcement action, the Online Safety Act was the basis for fining a platform that failed to comply with regulator requests. The decision stressed that service providers must respond to information notices and implement required safety measures.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
products,Spikevax,Which COVID-19 vaccine brand received a 2025–2026 strain guidance update from regulators covering the coming season?,Spikevax received a 2025–2026 strain guidance update from regulators covering the coming season.,Spikevax,True,The generated answer explicitly mentions 'Spikevax'.,True,"The generated answer correctly identifies 'Spikevax', which is the key information provided by the reference answer. Although it includes additional redundant information from the question, it still provides the correct answer to 'Which COVID-19 vaccine brand...'. "
court cases,Microsoft,"In an antitrust lawsuit brought by a rival platform that survived early dismissal efforts, which company remained among the defendants?",Microsoft,"In that antitrust suit, Microsoft was the company that remained among the defendants after early dismissal efforts failed. The ruling kept core allegations alive and pushed the case into further stages such as discovery.",True,"The generated answer explicitly states 'Microsoft', which is the entity.",True,"The question asks 'which company remained among the defendants?', and both the generated answer ('Microsoft') and the reference answer ('Microsoft was the company that remained among the defendants...') provide the same core information directly answering the question."
celebrities,Kim Kardashian,Which performer’s new scripted series officially premiered on television in the fall?,Kim Kardashian starred in a scripted series that premiered on TV.,Kim Kardashian starred in the scripted series that premiered. The launch brought her into a leading dramatic role on TV.,True,The generated answer explicitly mentions 'Kim Kardashian'.,True,"Both the generated and reference answers identify Kim Kardashian as the performer whose scripted series premiered, directly answering the question. The generated answer captures the essential information."
countries,Ethiopia,The country that received a return of cultural artifacts from a European government in a ceremony described as strengthening ties was which one?,"The country that received a return of cultural artifacts from a European government was Ethiopia, as officials took steps to strengthen ties.","The country that received a return of cultural artifacts from a European government was Ethiopia, with officials highlighting cultural restitution.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Jennifer Lopez,Which actor’s musical film received a wide theatrical release later in the year?,"A theatrical release featured Jennifer Lopez in a starring role, starring as Jennifer in the film.",The musical film starring Jennifer Lopez reached theaters. Reviews highlighted its performances and production design.,True,The generated answer explicitly mentions 'Jennifer Lopez'.,False,"The generated answer mentions a theatrical release starring Jennifer Lopez but fails to specify that it was a 'musical film', which is a key part of the question and the reference answer."
cybersecurity,Microsoft,"In the incident where attackers were reported to plant persistent access on affected servers, which company told administrators to rotate secrets and apply a newer update?","The incident report described was likely Microsoft, per the guidance.","The vendor that advised rotating secrets and applying a newer update was Microsoft, per the guidance.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
products,Comirnaty,Which COVID-19 vaccine brand received a 2025 authorization/approval update tied to the 2025–2026 formulation?,Comirnaty received a 2025 authorization tied to the 2025–2026 formulation.,Comirnaty received a 2025 authorization/approval update tied to the 2025–2026 formulation.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
celebrities,Cristiano Ronaldo,Which veteran striker scored twice as his team became the first to win its first 10 league matches in a season?,Cristiano Ronaldo scored twice in the league match.,Cristiano Ronaldo scored twice in the record-setting win. The result extended the club’s perfect start to the campaign.,True,The generated answer explicitly mentions 'Cristiano Ronaldo'.,False,"The generated answer only states that Cristiano Ronaldo scored twice. It misses the core information about the team's record-setting achievement of being the first to win its first 10 league matches, which is present in both the question and the reference answer ('record-setting win')."
court cases,Live Nation,"When the court scheduled a hearing on whether to grant preliminary approval of that securities settlement, which company was involved?",Live Nation was involved in the hearing.,"The company involved was Live Nation, and a hearing was scheduled.",True,The generated answer explicitly mentions 'Live Nation'.,True,Both the generated answer and the reference answer identify 'Live Nation' as the company involved. The generated answer provides the key information requested by the question.
politicians,Javier Milei,"Which president moved to dismantle major currency controls after an IMF deal, shifting the exchange-rate regime?","After an IMF deal, Javier Milei moved currency controls.","The president who moved to dismantle major currency controls after an IMF deal was Javier Milei, shifting the exchange-rate regime.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
movies,36th Annual Producers Guild Awards,Which producers’ guild ceremony awarded its documentary-producer prize to “Super/Man: The Christopher Reeve Story”?,"At 36th Annual Producers Guild Awards, the documentary-producer prize was awarded to “Super/Man” in the lineup. The same guild ceremony also recognized “Super/Man: The Christopher Reeve Story” as a winner that year.",The documentary-producer prize referenced in the question was awarded at 36th Annual Producers Guild Awards in the show.,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
court cases,Amazon,"In a securities case alleging misleading disclosures about marketplace competition, which company defeated the shareholder lawsuit?","In the securities case, Amazon was the defendant. The court ruled in favor of Amazon on the disclosure claim.","In the shareholder disclosure suit, Amazon was the company that won dismissal. The court found the pleadings insufficient under securities-law standards and ended the case at that stage.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
sanctions,European Commission,"Which executive institution communicated a later package that widened restrictions, strengthened compliance expectations, and added new listings?","In this episode, the European Commission communicated the package.","In this development, the European Commission communicated a later package that widened restrictions and strengthened compliance expectations. It also stressed coordinated enforcement to reduce evasion risks, under the updated measures.",True,The generated answer explicitly mentions 'European Commission'.,False,"The generated answer only states that the European Commission communicated 'the package', but omits the crucial details about the package's content (widened restrictions, strengthened compliance expectations, added new listings) which are present in the question and detailed in the reference answer."
movies,Anora,Which film received the top theatrical-producer prize at the producers’ guild ceremony?,Anora received the top theatrical-producer prize at the producers’ guild ceremony as a winner that year.,"At the producers’ guild ceremony, Anora received the top theatrical-producer prize in the results. The same year, it also earned the directors’ guild feature-film directing win via Sean Baker there.",True,The entity 'Anora' is explicitly mentioned in the generated answer.,True,The generated answer provides the core information requested by the question and present in the reference answer: that Anora received the top theatrical-producer prize at the producers’ guild ceremony. The additional information about Sean Baker in the reference is not essential for matching the core query.
cities,Charlotte,"In which city did a spring music festival return after a sold-out inaugural event, drawing major headliners?",Charlotte was the city involved.,Charlotte was the city involved.,True,The answer explicitly mentions 'Charlotte'.,True,"The generated answer is identical to the reference answer, conveying the same core information."
politicians,Keir Starmer,Which prime minister pursued agreements to send some rejected asylum seekers to third countries?,Keir Starmer pursued agreements to send some rejected asylum seekers to third countries.,Keir Starmer pursued agreements to send rejected asylum seekers to third countries.,True,The entity 'Keir Starmer' is explicitly mentioned in the generated answer.,True,The generated answer conveys the same core information as the reference answer. The inclusion of 'some' before 'rejected asylum seekers' does not change the essential meaning or correctness regarding Keir Starmer's actions.
sanctions,Department of Foreign Affairs and Trade,Which foreign ministry announced new listings under a cyber sanctions framework focused on malicious cyber activity?,Department of Foreign Affairs and Trade,"In this action, the Department of Foreign Affairs and Trade announced new listings under a cyber sanctions framework focused on malicious cyber activity. It reinforced the compliance expectation that cyber enablers face targeted restrictions, within the action.",False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
elections,Poland,In which country did official results confirm a narrow presidential victory that immediately raised questions about policy gridlock?,Official results in Poland confirmed a narrow presidential victory.,"In the official count, Poland confirmed a narrow presidential victory. It immediately raised concerns about policy gridlock.",True,The generated answer explicitly mentions 'Poland'.,False,"The generated answer confirms the country and the narrow presidential victory, but it omits the part about the victory 'immediately raised questions about policy gridlock' which is present in the reference and crucial to the question."
companies,BYD,Which automaker rolled out a supplier-payment initiative aimed at shortening cash-conversion cycles and boosting confidence among vendors?,BYD rolled out a supplier-payment initiative aimed at shortening cash-conversion cycles and boosting vendor confidence.,"The automaker that rolled out a supplier-payment initiative was BYD, according to its communications with vendors.",True,The generated answer explicitly mentions 'BYD'.,True,"The generated answer correctly identifies BYD as the automaker and includes the full description of the initiative and its aims, matching the core information in the reference answer. The reference's attribution ('according to its communications...') is not essential for the core answer."
court cases,Google,"In a U.S. antitrust ruling about control over key ad-delivery tools, which company was found to have violated competition law?",Google was found to have violated competition law in the ad-delivery ruling.,Google,False,Error: Expecting value: line 1 column 1 (char 0),False,Error: Expecting value: line 1 column 1 (char 0)
