category,word,question,generated,expected
Celebrities,Harry Styles,Which former One Direction member attended the 2024 Met Gala in a notable outfit that became one of the event's most discussed looks?,I do not have information on the 2024 Met Gala.,The former boyband member whose Met Gala outfit drew major attention was Harry Styles.
Cities,Portland,Which Pacific Northwest city voted in November 2024 to switch from a commission form of government to a new mayor-council system with ranked-choice voting?,I am unable to verify which Pacific Northwest city voted in November 2024 to switch from a commission form of government to a new mayor-council system with ranked-choice voting.,Portland
Cities,Seattle,Which West Coast city enacted a first-of-its-kind local law in 2024 limiting how companies can use automated decision tools in hiring?,I am unable to verify which West Coast city enacted a first-of-its-kind local law in 2024 limiting how companies can use automated decision tools in hiring.,The city that enacted the automated-hiring law was Seattle.
Cities,Minneapolis,Which Midwestern city reached a final consent-decree agreement with the U.S. DOJ in 2024 over policing reforms tied to the George Floyd case?,I am unable to verify which Midwestern city reached a final consent-decree agreement with the U.S. DOJ in 2024 over policing reforms tied to the George Floyd case.,The DOJ consent decree on policing reforms was reached with Minneapolis.
Cities,Tampa,"When Hurricane Milton made landfall in October 2024, which Florida Gulf Coast city was placed under mandatory evacuation orders?",I can't verify any information about a hurricane named Milton making landfall in October 2024.,Tampa
Cities,Pittsburgh,Which Rust Belt city was selected in 2024 as the location for a new federal AI safety research facility?,"I am not aware of any information about a specific Rust Belt city being selected in 2024 as the location for a new federal AI safety research facility. My knowledge cutoff is December 2023, and I do not have real-time information.",The city selected for the new AI safety research facility was Pittsburgh.
Cities,Miami,"Where did the 2024 Bitcoin Conference take place, at which a presidential candidate delivered a keynote crypto policy speech?",I do not have information on the 2024 Bitcoin Conference.,The Bitcoin Conference with the presidential keynote took place in Miami.
Cities,Las Vegas,Which desert city hosted the Formula 1 Las Vegas Grand Prix for the second year running in November 2024?,I do not have information on the Formula 1 Las Vegas Grand Prix for the year 2024.,The F1 race returned for its second year to Las Vegas.
Cities,Sacramento,Which California state capital passed an emergency heat-safety ordinance in summer 2024 requiring cooling access for outdoor workers?,I am unable to verify which California state capital passed an emergency heat-safety ordinance in summer 2024 requiring cooling access for outdoor workers.,The emergency heat-safety ordinance for outdoor workers was passed in Sacramento.
Cities,Baltimore,Which East Coast port city began rebuilding its Francis Scott Key Bridge in 2024 after a container ship struck and collapsed it in March?,I am unable to verify which East Coast port city began rebuilding its Francis Scott Key Bridge in 2024 after a container ship struck and collapsed it in March.,The bridge rebuilding effort after the container-ship collision was in Baltimore.
Cities,Detroit,"In 2024, which Midwestern city hosted one of the NFL Draft events, drawing hundreds of thousands of fans to its downtown?",I am unable to verify which Midwestern city hosted the 2024 NFL Draft.,"In 2024, the NFL Draft drew massive crowds to downtown Detroit."
Cities,Cincinnati,Which Ohio River city completed a major overhaul of its Bengals stadium facilities ahead of the 2024 NFL season?,I do not have information on which Ohio River city completed a major overhaul of its Bengals stadium facilities ahead of the 2024 NFL season.,The stadium overhaul completed ahead of the NFL season was in Cincinnati.
Companies,Sony,Which Japanese conglomerate launched the PlayStation 5 Pro console in November 2024 at $699?,I do not have information about a PlayStation 5 Pro console being launched in November 2024 at $699.,Sony
Companies,Qualcomm,Which chipmaker unveiled the Snapdragon 8 Elite processor in October 2024 for next-generation flagship Android phones?,I do not have information on a Snapdragon 8 Elite processor being unveiled in October 2024.,The Snapdragon 8 Elite chip for flagship Android phones came from Qualcomm.
Companies,AMD,Which semiconductor company launched the MI300X AI accelerator in late 2024 to compete with Nvidia in the data-center GPU market?,I am unable to verify which semiconductor company launched the MI300X AI accelerator in late 2024 to compete with Nvidia in the data-center GPU market.,The company that launched the MI300X AI accelerator was AMD.
Companies,Salesforce,Which cloud-CRM company introduced its 'Agentforce' AI platform at the September 2024 Dreamforce conference?,I am unable to verify which cloud-CRM company introduced its 'Agentforce' AI platform at the September 2024 Dreamforce conference.,"At Dreamforce in September 2024, Salesforce introduced the Agentforce AI platform."
Companies,Dell,Which Texas-based tech company reported record server revenue in Q3 2024 driven by surging AI-infrastructure orders?,I am unable to verify which Texas-based tech company reported record server revenue in Q3 2024 driven by surging AI-infrastructure orders.,Dell
Companies,Airbnb,"In May 2024, which short-term rental platform launched an 'Icons' experience category featuring stays in famous cultural locations?",I am unable to verify which short-term rental platform launched an 'Icons' experience category featuring stays in famous cultural locations in May 2024.,An 'Icons' category with stays in famous cultural locations was launched by Airbnb.
Companies,Visa,"When the U.S. DOJ filed an antitrust suit in September 2024 alleging debit-card market monopolization, which global payments network was the target?",I can't verify which global payments network was the target of the U.S. DOJ's antitrust suit in September 2024.,The DOJ debit-card monopolization suit targeted Visa.
Companies,Spotify,"After years of losses, which music-streaming service reported its first-ever sustained quarterly operating profit through 2024?",I am unable to verify which music streaming service reported its first-ever sustained quarterly operating profit through 2024.,"After years of losses, sustained quarterly profitability was finally achieved by Spotify."
Companies,PayPal,Which digital payments company launched its PYUSD stablecoin on the Solana blockchain in mid-2024?,I am unable to verify which digital payments company launched its PYUSD stablecoin on the Solana blockchain in mid-2024.,The PYUSD stablecoin launched on the Solana blockchain was created by PayPal.
Companies,Shopify,Which e-commerce platform's CEO told employees in a 2024 memo that AI must be used before any team can request new headcount?,I am unable to verify which e-commerce platform's CEO told employees in a 2024 memo that AI must be used before any team can request new headcount.,The CEO who issued the AI-before-hiring memo runs Shopify.
Companies,Mastercard,Which payments company launched a biometric checkout pilot program across European retailers in early 2024?,I am unable to verify which payments company launched a biometric checkout pilot program across European retailers in early 2024.,Mastercard launched a biometric checkout pilot across European retailers.
Countries,South Korea,Which East Asian country's president briefly declared martial law in December 2024 before the National Assembly voted to block it?,"I am not aware of any information about an East Asian country's president declaring martial law in December 2024. My knowledge cutoff is December 2023, and I do not have real-time information or future events.",South Korea
Countries,Egypt,Which North African country received an expanded IMF loan package worth $8 billion in March 2024 to stabilize its currency?,I am unable to verify which North African country received an expanded IMF loan package worth $8 billion in March 2024 to stabilize its currency.,The country that received the expanded $8 billion IMF package in March 2024 was Egypt.
Countries,Thailand,"In August 2024, which Southeast Asian country's progressive Move Forward Party was dissolved by the Constitutional Court?",I do not have information on the dissolution of the Move Forward Party by the Constitutional Court in August 2024.,The party dissolved by the Constitutional Court was the Move Forward Party in Thailand.
Countries,Colombia,Which South American country's government signed a bilateral ceasefire with the ELN guerrilla group that took effect in mid-2024?,I do not have information on a South American country's government signing a bilateral ceasefire with the ELN guerrilla group that took effect in mid-2024.,The bilateral ELN ceasefire was signed by Colombia.
Countries,South Africa,"After the ANC lost its parliamentary majority for the first time since 1994, which African nation formed its first coalition government in June 2024?",I am not aware of any information about the ANC losing its parliamentary majority for the first time since 1994.,South Africa
Countries,Pakistan,Which South Asian country held a general election in February 2024 while its most popular opposition leader remained imprisoned?,I do not have information on a South Asian country that held a general election in February 2024 with its most popular opposition leader imprisoned.,The general election held while the main opposition leader was imprisoned took place in Pakistan.
Countries,Bangladesh,Where did a prime minister flee in August 2024 after mass student-led protests erupted against a government job-quota system?,"I am not aware of any information about a prime minister fleeing in August 2024 due to mass student-led protests against a government job-quota system. My knowledge cutoff is December 2023, and I do not have real-time information or updates beyond that date.",The prime minister who fled amid mass student protests led Bangladesh.
Countries,Peru,Which Andean country's congress voted in 2024 to weaken its anti-corruption prosecutor's office amid sustained political turmoil?,I am unable to verify which Andean country's congress voted in 2024 to weaken its anti-corruption prosecutor's office amid sustained political turmoil.,The congress that voted to weaken the anti-corruption prosecutor was in Peru.
Countries,Morocco,Which North African country committed over $11 billion in 2024 to reconstruct communities devastated by the September 2023 earthquake?,I am unable to verify which North African country committed over $11 billion in 2024 to reconstruct communities devastated by the September 2023 earthquake.,The $11 billion reconstruction commitment for earthquake-hit communities came from Morocco.
Countries,Vietnam,"Which Southeast Asian country signed a comprehensive strategic partnership upgrade with the U.S. in 2024, boosting chip-investment flows?","I am unable to verify which Southeast Asian country signed a comprehensive strategic partnership upgrade with the U.S. in 2024, boosting chip-investment flows.",Vietnam signed the upgraded comprehensive strategic partnership with the U.S.
Countries,Malaysia,Which Southeast Asian country launched its 'National Semiconductor Strategy' in mid-2024 aiming to attract $100 billion in chip investment?,I do not have information on a Southeast Asian country launching a 'National Semiconductor Strategy' in mid-2024 aiming to attract $100 billion in chip investment.,Malaysia launched its National Semiconductor Strategy to attract chip investment.
Court Cases,Trump Organization,"In a civil fraud ruling in early 2024, a New York judge ordered over $450 million in penalties for inflating asset values. Which company's case was it?",I am unable to verify the company that was ordered to pay over $450 million in penalties for inflating asset values in a civil fraud ruling in early 2024.,Trump Organization
Court Cases,Binance,Which cryptocurrency exchange's founder was sentenced to four months in prison in April 2024 after the company's anti-money-laundering plea?,I am unable to verify which cryptocurrency exchange's founder was sentenced to four months in prison in April 2024 after the company's anti-money-laundering plea.,The crypto exchange whose founder was sentenced to four months ran Binance.
Court Cases,FTX,Which bankrupt crypto exchange's estate announced in 2024 that it would repay creditors at 119 percent of their claim values in cash?,I am unable to verify which bankrupt crypto exchange's estate announced in 2024 that it would repay creditors at 119 percent of their claim values in cash.,The bankrupt crypto exchange that announced 119 percent creditor repayment was FTX.
Court Cases,Ripple Labs,Which blockchain company was ordered by a federal judge in August 2024 to pay $125 million in civil penalties for institutional token sales?,I am unable to verify which blockchain company was ordered by a federal judge in August 2024 to pay $125 million in civil penalties for institutional token sales.,The $125 million civil penalty was levied against Ripple Labs.
Court Cases,Huawei,Which Chinese tech company remained under U.S. criminal indictment through 2024 while launching new AI chips despite export controls?,I am unable to verify which Chinese tech company remained under U.S. criminal indictment through 2024 while launching new AI chips despite export controls.,Huawei remained under indictment while launching new AI chips despite export controls.
Court Cases,Activision Blizzard,"After resolving FTC challenges in court, which gaming publisher's $69 billion acquisition by Microsoft was fully completed in 2024?",I am unable to verify which gaming publisher's $69 billion acquisition by Microsoft was fully completed in 2024.,Activision Blizzard
Court Cases,Telegram,Which messaging platform's CEO was arrested in France in August 2024 on charges related to enabling criminal activity on the app?,"I am not aware of any information about a messaging platform's CEO being arrested in France in August 2024. My knowledge cutoff is December 2023, and I do not have real-time information or updates beyond that date.","In August 2024, the CEO arrested in France ran Telegram."
Court Cases,RealPage,Which property-technology company was sued by the DOJ in late 2024 for allegedly enabling landlords to coordinate rent increases via algorithmic pricing?,I can't verify which property-technology company was sued by the DOJ in late 2024 for allegedly enabling landlords to coordinate rent increases via algorithmic pricing.,The target of the DOJ's algorithmic-pricing suit was RealPage.
Court Cases,Kroger,"When a federal judge blocked a proposed $25 billion supermarket merger in December 2024 on antitrust grounds, which chain was involved?",I can't verify which supermarket merger was blocked in December 2024.,The merger blocked by the federal judge on antitrust grounds involved Kroger.
Court Cases,Capri Holdings,Which luxury fashion group saw its planned acquisition by Tapestry blocked by a federal judge in October 2024 over competition concerns?,I am unable to verify which luxury fashion group saw its planned acquisition by Tapestry blocked by a federal judge in October 2024 over competition concerns.,Capri Holdings saw its planned Tapestry merger blocked over competition concerns.
Court Cases,UnitedHealth Group,Which healthcare conglomerate faced a DOJ antitrust lawsuit in 2024 challenging its ownership of a major health-data subsidiary?,I am unable to verify which healthcare conglomerate faced a DOJ antitrust lawsuit in 2024 challenging its ownership of a major health-data subsidiary.,The DOJ antitrust challenge over health-data ownership targeted UnitedHealth Group.
Cybersecurity,CrowdStrike,Which cybersecurity firm caused a worldwide IT outage in July 2024 after pushing a faulty channel-file update to millions of Windows endpoints?,I am unable to verify which cybersecurity firm caused a worldwide IT outage in July 2024 after pushing a faulty channel-file update to millions of Windows endpoints.,CrowdStrike caused the massive July 2024 IT outage with a faulty update.
Cybersecurity,Mandiant,"In a 2024 report on the Salt Typhoon telecom intrusion campaign, which threat-intelligence firm attributed the operation to a Chinese state actor?",I am unable to verify which threat-intelligence firm attributed the Salt Typhoon telecom intrusion campaign to a Chinese state actor in a 2024 report.,Mandiant
Cybersecurity,Kaspersky,Which Russian-headquartered antivirus vendor was banned from sale in the United States effective July 2024 over national-security concerns?,I do not have information on a Russian-headquartered antivirus vendor being banned from sale in the United States effective July 2024.,The antivirus software banned from U.S. sale over national-security concerns was Kaspersky.
Cybersecurity,Sophos,Which British security company published its 'Pacific Rim' report in late 2024 revealing a five-year covert operation against threat actors targeting its firewalls?,I am unable to verify which British security company published its 'Pacific Rim' report in late 2024.,Sophos
Cybersecurity,LockBit,"After a multinational law-enforcement operation in February 2024, which ransomware gang had its servers seized and affiliate infrastructure disrupted?",I am unable to verify which ransomware gang had its servers seized and affiliate infrastructure disrupted in a multinational law-enforcement operation in February 2024.,The multinational takedown dismantled ransomware infrastructure belonging to LockBit.
Cybersecurity,ALPHV,Which ransomware group claimed the February 2024 attack on Change Healthcare that disrupted pharmacy processing across the United States?,I do not have information on a ransomware attack on Change Healthcare in February 2024.,ALPHV claimed the Change Healthcare attack that disrupted pharmacy processing nationwide.
Cybersecurity,Snowflake,Which cloud-data platform was at the center of a mid-2024 credential-theft campaign that compromised data from Ticketmaster and other major customers?,I am unable to verify which cloud-data platform was at the center of a mid-2024 credential-theft campaign that compromised data from Ticketmaster and other major customers.,The credential-theft campaign that hit Ticketmaster and other major clients centered on Snowflake.
Cybersecurity,XZ Utils,Which open-source compression library was found in March 2024 to contain a deliberately planted backdoor that nearly compromised SSH on Linux systems worldwide?,I am unable to verify which open-source compression library was found in March 2024 to contain a deliberately planted backdoor that nearly compromised SSH on Linux systems worldwide.,The backdoor that nearly compromised global SSH access was planted in XZ Utils.
Cybersecurity,CDK Global,"During a June 2024 ransomware attack, which auto-dealership software provider's systems were shut down, crippling thousands of car dealerships?",I am unable to verify which auto-dealership software provider's systems were shut down due to a ransomware attack in June 2024.,A ransomware attack on CDK Global shut down thousands of dealerships across North America.
Cybersecurity,Midnight Blizzard,Which Russian state-linked threat group breached Microsoft's corporate email in January 2024 by password-spraying a legacy test account?,I am unable to verify which Russian state-linked threat group breached Microsoft's corporate email in January 2024 by password-spraying a legacy test account.,Microsoft's corporate email was breached by the threat group Midnight Blizzard.
Cybersecurity,Volt Typhoon,Which Chinese state-sponsored hacking group was reported in early 2024 to have pre-positioned inside U.S. critical infrastructure networks?,I am unable to verify which Chinese state-sponsored hacking group was reported in early 2024 to have pre-positioned inside U.S. critical infrastructure networks.,The group found pre-positioned inside U.S. critical infrastructure networks was Volt Typhoon.
Elections,Sri Lanka,Which South Asian island nation elected the Marxist-leaning candidate Anura Kumara Dissanayake as president in September 2024?,I do not have information on a South Asian island nation electing a Marxist-leaning candidate named Anura Kumara Dissanayake as president in September 2024.,Sri Lanka elected Dissanayake as president in a surprise vote driven by economic-crisis anger.
Elections,Costa Rica,Which Central American country held municipal elections in February 2024 that saw the ruling party suffer significant losses?,I am unable to verify which Central American country held municipal elections in February 2024 that saw the ruling party suffer significant losses.,Costa Rica
Elections,Ireland,Which European country held a snap general election in November 2024 that returned the outgoing coalition partners to power?,"I'm not aware of any information about a European country holding a snap general election in November 2024. My knowledge cutoff is December 2023, and I do not have real-time information.",The snap general election that returned the outgoing coalition to power was in Ireland.
Elections,Portugal,"After its prime minister resigned over a corruption probe, which southern European country held early parliamentary elections in March 2024?",I am not aware of any information about a southern European country holding early parliamentary elections in March 2024 due to a prime minister resigning over a corruption probe.,Portugal
Elections,Senegal,Which West African country elected the young opposition candidate Bassirou Diomaye Faye as president in March 2024?,I do not have information on a West African country electing a president named Bassirou Diomaye Faye in March 2024.,The March 2024 presidential election in Senegal was won by Bassirou Diomaye Faye.
Elections,Georgia,Where did a disputed parliamentary election in October 2024 spark large pro-EU protests after the ruling party claimed victory?,"I am not aware of any information about a disputed parliamentary election in October 2024. My knowledge cutoff is December 2023, and I do not have real-time information or updates beyond that date.",Georgia held the disputed parliamentary election that sparked large pro-EU protests.
Elections,Croatia,"In the April 2024 parliamentary elections, which EU member state's ruling HDZ party narrowly won the most seats?",I am unable to verify which EU member state's ruling HDZ party won the most seats in the April 2024 parliamentary elections.,"In the parliamentary vote, the ruling HDZ narrowly won the most seats in Croatia."
Elections,Serbia,Which Balkan country saw large-scale opposition protests in early 2024 alleging fraud in the December 2023 parliamentary elections?,I am not aware of any information about large-scale opposition protests in early 2024 in any Balkan country alleging fraud in the December 2023 parliamentary elections.,Serbia
Elections,Panama,Which Central American country elected José Raúl Mulino as president in May 2024 as a stand-in for a disqualified frontrunner?,I do not have information on a Central American country electing a president named José Raúl Mulino in May 2024.,The presidential election won by Mulino as a stand-in for a disqualified frontrunner took place in Panama.
Elections,Uruguay,"Which South American country elected Yamandú Orsi as president in a November 2024 runoff, returning the left to power?",I do not have information on a South American country electing Yamandú Orsi as president in a November 2024 runoff.,Uruguay elected Yamandú Orsi as president in the November 2024 runoff.
Elections,Taiwan,Which island democracy held a presidential election in January 2024 where the ruling DPP's candidate Lai Ching-te won amid cross-strait tensions?,I am unable to verify which island democracy held a presidential election in January 2024 where the ruling DPP's candidate Lai Ching-te won amid cross-strait tensions.,Taiwan
Laws,Dodd-Frank Act,Which U.S. financial-regulation law's stress-testing requirements were debated in 2024 after the FDIC proposed new rules following the 2023 regional-bank failures?,"I am not aware of any information about the FDIC proposing new rules in 2024 following the 2023 regional-bank failures. However, I can tell you that the U.S. financial-regulation law that has stress-testing requirements is the Dodd-Frank Wall Street Reform and Consumer Protection Act.",Dodd-Frank Act
Laws,Sarbanes-Oxley Act,Which U.S. corporate-governance law was cited by the SEC in 2024 when it charged executives of a major EV startup with certifying false financial statements?,I can't verify which U.S. corporate-governance law was cited by the SEC in 2024 when it charged executives of a major EV startup with certifying false financial statements.,The SEC's charges against the EV startup executives cited the Sarbanes-Oxley Act.
Laws,COPPA,Which U.S. children's-privacy law received its first major update in over two decades when the FTC finalized new rules in 2024?,I do not have information on a U.S. children's-privacy law receiving its first major update in over two decades in 2024.,COPPA received its first major update in over two decades with new FTC rules.
Laws,CHIPS and Science Act,"Under which U.S. law were billions in direct subsidies awarded in 2024 to Intel, TSMC, and Samsung for building chip fabrication plants domestically?","I am unable to verify the U.S. law that awarded billions in direct subsidies to Intel, TSMC, and Samsung for building chip fabrication plants domestically in 2024.","The CHIPS and Science Act funded major chip-fab subsidies for Intel, TSMC, and Samsung."
Laws,Inflation Reduction Act,Which U.S. climate law's clean-energy tax credits drove over $100 billion in new battery and solar factory announcements throughout 2024?,I can't verify which U.S. climate law's clean-energy tax credits drove over $100 billion in new battery and solar factory announcements throughout 2024.,Inflation Reduction Act
Laws,FISA,"When Congress debated Section 702 warrantless searches in April 2024, which U.S. foreign-intelligence surveillance law was ultimately reauthorized?",I am unable to verify which U.S. foreign-intelligence surveillance law was reauthorized in April 2024.,Congress reauthorized FISA in April 2024 despite the contentious Section 702 debate.
Laws,AI Executive Order,Which October 2023 presidential directive established new safety-testing requirements for advanced AI systems that agencies began implementing throughout 2024?,I am unable to verify which October 2023 presidential directive established new safety-testing requirements for advanced AI systems.,Agencies spent the year implementing the AI Executive Order's safety-testing requirements.
Laws,KOSA,Which proposed U.S. child-safety bill passed the Senate in July 2024 with bipartisan support to strengthen protections for minors on social-media platforms?,I am unable to verify which U.S. child-safety bill passed the Senate in July 2024 with bipartisan support to strengthen protections for minors on social-media platforms.,KOSA passed the Senate with broad bipartisan backing.
Laws,DORA,Which EU regulation on digital operational resilience for financial institutions took effect in January 2025 after a two-year implementation period?,I do not have information on a specific EU regulation on digital operational resilience for financial institutions that took effect in January 2025.,The EU financial-resilience regulation that took effect for financial institutions was DORA.
Laws,Protecting Americans from Foreign Adversary Controlled Applications Act,Which U.S. law signed in April 2024 required a major Chinese-owned social-media platform's parent company to divest or face a nationwide ban?,I am not aware of any U.S. law signed in April 2024 that required a major Chinese-owned social-media platform's parent company to divest or face a nationwide ban.,The divestiture law targeting a Chinese-owned social platform was the Protecting Americans from Foreign Adversary Controlled Applications Act.
Laws,California SB 1047,A state-level AI safety bill passed the California legislature in 2024 but was vetoed by the governor in September. What was it called?,I am unable to verify the name of the bill you are referring to.,California SB 1047
Movies,The Substance,"In May 2024 at Cannes, which body-horror film directed by Coralie Fargeat premiered and later became a surprise commercial hit?",I am unable to verify which body-horror film directed by Coralie Fargeat premiered at Cannes in May 2024.,The Substance
Movies,Conclave,Which Vatican-set thriller released in October 2024 was praised for Ralph Fiennes's lead performance and earned multiple Oscar nominations?,I am unable to verify which Vatican-set thriller released in October 2024 was praised for Ralph Fiennes's lead performance and earned multiple Oscar nominations.,Conclave earned multiple Oscar nominations following its theatrical release.
Movies,Nosferatu,Which gothic horror remake directed by Robert Eggers opened in theaters in December 2024 and exceeded box-office expectations?,I am unable to verify which gothic horror remake directed by Robert Eggers opened in theaters in December 2024 and exceeded box-office expectations.,The gothic horror remake that exceeded box-office expectations was Nosferatu.
Movies,A Complete Unknown,Which biographical drama about a young Bob Dylan released in late 2024 earned Timothée Chalamet a best-actor Oscar nomination?,I am unable to verify which biographical drama about a young Bob Dylan released in late 2024 earned Timothée Chalamet a best-actor Oscar nomination.,A Complete Unknown earned Chalamet an Oscar nomination for playing a young Bob Dylan.
Movies,The Wild Robot,Which animated film about a robot surviving in the wilderness opened in September 2024 and was acclaimed as the best family film of the year?,I can't verify which animated film about a robot surviving in the wilderness opened in September 2024 and was acclaimed as the best family film of the year.,The animated family hit about a robot in the wilderness was The Wild Robot.
Movies,Gladiator II,"At its November 2024 premiere, which epic sequel set in ancient Rome featured Paul Mescal taking over the lead role?",I am unable to verify which epic sequel set in ancient Rome featured Paul Mescal in the lead role at its November 2024 premiere.,The November 2024 Roman epic sequel starring Paul Mescal was Gladiator II.
Movies,Sing Sing,Which 2024 prison drama featured real formerly incarcerated actors and earned Colman Domingo a best-actor Oscar nomination?,I am unable to verify which 2024 prison drama featured real formerly incarcerated actors and earned Colman Domingo a best-actor Oscar nomination.,Sing Sing
Movies,Nickel Boys,The 2024 adaptation of Colson Whitehead's Pulitzer-winning novel used a distinctive first-person camera technique. What was the film called?,I am unable to verify the name of the 2024 film adaptation of Colson Whitehead's Pulitzer-winning novel that used a distinctive first-person camera technique.,The adaptation using a first-person camera technique was Nickel Boys.
Movies,5-Sep,Which 2024 film dramatized the behind-the-scenes ABC broadcast decisions during the 1972 Munich Olympics hostage crisis?,I am unable to verify which 2024 film dramatized the behind-the-scenes ABC broadcast decisions during the 1972 Munich Olympics hostage crisis.,September 5 dramatized the behind-the-scenes broadcast decisions during the Munich Olympics crisis.
Movies,Babygirl,Which erotic thriller released in December 2024 starred Nicole Kidman in a power-dynamic corporate affair and earned her an Oscar nomination?,I am unable to verify which erotic thriller released in December 2024 starred Nicole Kidman in a power-dynamic corporate affair and earned her an Oscar nomination.,The erotic thriller that earned Nicole Kidman an Oscar nomination was Babygirl.
Movies,The Brutalist,Which 2024 epic drama about a Hungarian architect immigrating to postwar America earned Brady Corbet a best-director nomination?,I am unable to verify which 2024 film earned Brady Corbet a best-director nomination.,The Brutalist earned Brady Corbet a best-director nomination for its epic immigrant story.
Organizations,Deloitte,Which Big Four firm announced in 2024 that it would invest over $2 billion in its AI and cloud consulting practices?,I am unable to verify which Big Four firm announced in 2024 that it would invest over $2 billion in its AI and cloud consulting practices.,The Big Four firm that announced a $2 billion AI consulting investment was Deloitte.
Organizations,McKinsey,"After years of litigation, which global consulting firm agreed in 2024 to pay $650 million to settle claims tied to the U.S. opioid crisis?",I am unable to verify which global consulting firm agreed to pay $650 million to settle claims tied to the U.S. opioid crisis in 2024.,McKinsey
Organizations,Berkshire Hathaway,Which conglomerate disclosed in 2024 that it sold roughly half its Apple stake while building cash reserves to a record $325 billion?,I am unable to verify which conglomerate sold roughly half its Apple stake while building cash reserves to a record $325 billion in 2024.,Berkshire Hathaway sold about half its Apple holdings while amassing record cash reserves.
Organizations,Citigroup,"In early 2024, which major bank executed a large-scale restructuring that eliminated 20,000 positions to simplify management?","I am unable to verify which major bank executed a large-scale restructuring that eliminated 20,000 positions in early 2024.","The major restructuring that eliminated 20,000 positions was at Citigroup."
Organizations,Morgan Stanley,Which investment bank reported in 2024 that its wealth-management division surpassed $7 trillion in client assets?,I am unable to verify which investment bank reported its wealth-management division surpassed $7 trillion in client assets in 2024.,Morgan Stanley's wealth division surpassed $7 trillion in client assets.
Organizations,Lockheed Martin,Which defense contractor received multi-billion-dollar F-35 orders from allied nations in 2024 amid rising global defense spending?,I am unable to verify which defense contractor received multi-billion-dollar F-35 orders from allied nations in 2024.,The multi-billion-dollar F-35 orders from allied nations went to Lockheed Martin.
Organizations,Palantir,"When the S&P 500 index added a data-analytics company in September 2024, which firm saw its stock double that year on AI-demand optimism?",I can't verify which data-analytics company was added to the S&P 500 in September 2024.,The data-analytics firm that joined the S&P 500 with its stock doubling that year was Palantir.
Organizations,SpaceX,Which private aerospace company successfully caught a returning Super Heavy booster with its launch-tower arms in October 2024?,I am unable to verify which private aerospace company successfully caught a returning Super Heavy booster with its launch-tower arms in October 2024.,The successful booster catch using launch-tower arms was achieved by SpaceX.
Organizations,Anthropic,Which AI-safety startup raised $4 billion from Amazon in early 2024 and released its Claude 3 model family in March?,I am unable to verify which AI-safety startup raised $4 billion from Amazon in early 2024 and released its Claude 3 model family in March.,"In early 2024, the AI startup that raised $4 billion from Amazon and released Claude 3 was Anthropic."
