category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
Celebrities,Harry Styles,Which former One Direction member attended the 2024 Met Gala in a notable outfit that became one of the event's most discussed looks?,I do not have information on the 2024 Met Gala.,The former boyband member whose Met Gala outfit drew major attention was Harry Styles.,False,The generated answer explicitly states it does not have information and does not mention Harry Styles or any former One Direction member.,False,"The reference answer identifies Harry Styles as the person, while the generated answer states it has no information about the event, directly contradicting the reference and failing to answer the question."
Cities,Portland,Which Pacific Northwest city voted in November 2024 to switch from a commission form of government to a new mayor-council system with ranked-choice voting?,I am unable to verify which Pacific Northwest city voted in November 2024 to switch from a commission form of government to a new mayor-council system with ranked-choice voting.,Portland,False,The generated answer does not explicitly mention or reference 'Portland'. It states an inability to verify the information.,False,"The reference answer is 'Portland', which directly answers the question. The generated answer states that it is 'unable to verify' the information, thus failing to provide the correct city and not matching the reference."
Cities,Seattle,Which West Coast city enacted a first-of-its-kind local law in 2024 limiting how companies can use automated decision tools in hiring?,I am unable to verify which West Coast city enacted a first-of-its-kind local law in 2024 limiting how companies can use automated decision tools in hiring.,The city that enacted the automated-hiring law was Seattle.,False,"The generated answer does not mention ""Seattle"" or any reference to it.",False,"The reference answer correctly identifies Seattle as the city. The generated answer states it is unable to verify the information and does not provide an answer, thus failing to match the core information of the reference."
Cities,Minneapolis,Which Midwestern city reached a final consent-decree agreement with the U.S. DOJ in 2024 over policing reforms tied to the George Floyd case?,I am unable to verify which Midwestern city reached a final consent-decree agreement with the U.S. DOJ in 2024 over policing reforms tied to the George Floyd case.,The DOJ consent decree on policing reforms was reached with Minneapolis.,False,"The generated answer does not mention or reference ""Minneapolis"". It explicitly states it is ""unable to verify"" the city.",False,"The reference answer correctly identifies Minneapolis as the city. The generated answer states it is ""unable to verify"" the city, meaning it does not provide the correct information and fails to answer the question."
Cities,Tampa,"When Hurricane Milton made landfall in October 2024, which Florida Gulf Coast city was placed under mandatory evacuation orders?",I can't verify any information about a hurricane named Milton making landfall in October 2024.,Tampa,False,"The generated answer does not mention or reference ""Tampa"".",False,"The reference answer directly provides the city ""Tampa"" as the answer to the question. The generated answer states it cannot verify information about the hurricane and therefore does not provide an answer to the question, failing to convey the core information."
Cities,Pittsburgh,Which Rust Belt city was selected in 2024 as the location for a new federal AI safety research facility?,"I am not aware of any information about a specific Rust Belt city being selected in 2024 as the location for a new federal AI safety research facility. My knowledge cutoff is December 2023, and I do not have real-time information.",The city selected for the new AI safety research facility was Pittsburgh.,False,The generated answer does not mention 'Pittsburgh'.,False,"The reference answer states that Pittsburgh was selected for the facility. The generated answer states that it is not aware of any information about a city being selected, indicating it cannot answer the question and thus does not convey the same core information."
Cities,Miami,"Where did the 2024 Bitcoin Conference take place, at which a presidential candidate delivered a keynote crypto policy speech?",I do not have information on the 2024 Bitcoin Conference.,The Bitcoin Conference with the presidential keynote took place in Miami.,False,"The generated answer does not mention ""Miami"" or any related entity.",False,"The reference answer states that the conference took place in Miami, while the generated answer states it has no information, thus failing to provide the correct location."
Cities,Las Vegas,Which desert city hosted the Formula 1 Las Vegas Grand Prix for the second year running in November 2024?,I do not have information on the Formula 1 Las Vegas Grand Prix for the year 2024.,The F1 race returned for its second year to Las Vegas.,True,"The generated answer explicitly mentions ""Las Vegas"".",False,"The generated answer states it does not have information, failing to provide the requested entity as the host city, which the reference answer provides."
Cities,Sacramento,Which California state capital passed an emergency heat-safety ordinance in summer 2024 requiring cooling access for outdoor workers?,I am unable to verify which California state capital passed an emergency heat-safety ordinance in summer 2024 requiring cooling access for outdoor workers.,The emergency heat-safety ordinance for outdoor workers was passed in Sacramento.,False,The generated answer does not explicitly mention or reference the entity 'Sacramento'.,False,"The generated answer states it is unable to verify the information, while the reference answer explicitly provides 'Sacramento' as the location where the ordinance was passed."
Cities,Baltimore,Which East Coast port city began rebuilding its Francis Scott Key Bridge in 2024 after a container ship struck and collapsed it in March?,I am unable to verify which East Coast port city began rebuilding its Francis Scott Key Bridge in 2024 after a container ship struck and collapsed it in March.,The bridge rebuilding effort after the container-ship collision was in Baltimore.,False,"The generated answer does not mention ""Baltimore"" or any reference to it. It states it is unable to verify the information.",False,"The reference answer correctly identifies Baltimore as the city. The generated answer explicitly states it is 'unable to verify' the information, thus failing to provide the correct answer or match the core information of the reference."
Cities,Detroit,"In 2024, which Midwestern city hosted one of the NFL Draft events, drawing hundreds of thousands of fans to its downtown?",I am unable to verify which Midwestern city hosted the 2024 NFL Draft.,"In 2024, the NFL Draft drew massive crowds to downtown Detroit.",False,The generated answer does not explicitly mention or reference 'Detroit'.,False,"The generated answer states it is 'unable to verify' which city hosted the NFL Draft, whereas the reference answer correctly identifies Detroit as the host city. Therefore, the generated answer does not convey the same core information and is incorrect."
Cities,Cincinnati,Which Ohio River city completed a major overhaul of its Bengals stadium facilities ahead of the 2024 NFL season?,I do not have information on which Ohio River city completed a major overhaul of its Bengals stadium facilities ahead of the 2024 NFL season.,The stadium overhaul completed ahead of the NFL season was in Cincinnati.,False,"The generated answer explicitly states it does not have information and does not mention or reference ""Cincinnati"" at all.",False,"The reference answer correctly identifies Cincinnati as the city. The generated answer states it does not have information, which means it does not convey the same core information and is an incorrect response to the question."
Companies,Sony,Which Japanese conglomerate launched the PlayStation 5 Pro console in November 2024 at $699?,I do not have information about a PlayStation 5 Pro console being launched in November 2024 at $699.,Sony,False,"The generated answer does not explicitly mention or reference ""Sony"".",False,"The reference answer directly provides the entity ""Sony"" as the answer to the question. The generated answer states that it does not have information, which does not match the core information of the reference answer."
Companies,Qualcomm,Which chipmaker unveiled the Snapdragon 8 Elite processor in October 2024 for next-generation flagship Android phones?,I do not have information on a Snapdragon 8 Elite processor being unveiled in October 2024.,The Snapdragon 8 Elite chip for flagship Android phones came from Qualcomm.,False,The generated answer states it does not have information and does not mention Qualcomm.,False,The reference answer correctly identifies Qualcomm as the chipmaker. The generated answer indicates a lack of information and therefore does not provide the core information found in the reference answer.
Companies,AMD,Which semiconductor company launched the MI300X AI accelerator in late 2024 to compete with Nvidia in the data-center GPU market?,I am unable to verify which semiconductor company launched the MI300X AI accelerator in late 2024 to compete with Nvidia in the data-center GPU market.,The company that launched the MI300X AI accelerator was AMD.,False,The generated answer does not mention or reference 'AMD'.,False,"The reference answer correctly identifies AMD as the company that launched the MI300X AI accelerator. The generated answer states it is unable to verify this information, thus failing to provide the core information given in the reference and failing to answer the question."
Companies,Salesforce,Which cloud-CRM company introduced its 'Agentforce' AI platform at the September 2024 Dreamforce conference?,I am unable to verify which cloud-CRM company introduced its 'Agentforce' AI platform at the September 2024 Dreamforce conference.,"At Dreamforce in September 2024, Salesforce introduced the Agentforce AI platform.",False,"The generated answer does not explicitly mention ""Salesforce"".",False,"The generated answer states it is ""unable to verify"" the information, which directly contradicts the reference answer that provides the specific information requested in the question."
Companies,Dell,Which Texas-based tech company reported record server revenue in Q3 2024 driven by surging AI-infrastructure orders?,I am unable to verify which Texas-based tech company reported record server revenue in Q3 2024 driven by surging AI-infrastructure orders.,Dell,False,The generated answer does not mention 'Dell'.,False,"The reference answer provides 'Dell' as the correct answer. The generated answer states it is 'unable to verify' the information, thus failing to provide the correct core information."
Companies,Airbnb,"In May 2024, which short-term rental platform launched an 'Icons' experience category featuring stays in famous cultural locations?",I am unable to verify which short-term rental platform launched an 'Icons' experience category featuring stays in famous cultural locations in May 2024.,An 'Icons' category with stays in famous cultural locations was launched by Airbnb.,False,The generated answer does not mention or reference 'Airbnb'. It explicitly states it is 'unable to verify' which platform launched the category.,False,"The reference answer correctly identifies 'Airbnb' as the platform that launched the 'Icons' category. The generated answer states it is 'unable to verify' this information, therefore it does not convey the same core information and is incorrect."
Companies,Visa,"When the U.S. DOJ filed an antitrust suit in September 2024 alleging debit-card market monopolization, which global payments network was the target?",I can't verify which global payments network was the target of the U.S. DOJ's antitrust suit in September 2024.,The DOJ debit-card monopolization suit targeted Visa.,False,"The generated answer does not mention or reference ""Visa"" at all.",False,"The reference answer correctly identifies Visa as the target. The generated answer states that it cannot verify which global payments network was the target, indicating it does not provide the correct information and therefore does not match the reference."
Companies,Spotify,"After years of losses, which music-streaming service reported its first-ever sustained quarterly operating profit through 2024?",I am unable to verify which music streaming service reported its first-ever sustained quarterly operating profit through 2024.,"After years of losses, sustained quarterly profitability was finally achieved by Spotify.",False,The generated answer does not mention or refer to 'Spotify'.,False,"The generated answer states it is 'unable to verify' the information, whereas the reference answer directly provides 'Spotify' as the answer to the question."
Companies,PayPal,Which digital payments company launched its PYUSD stablecoin on the Solana blockchain in mid-2024?,I am unable to verify which digital payments company launched its PYUSD stablecoin on the Solana blockchain in mid-2024.,The PYUSD stablecoin launched on the Solana blockchain was created by PayPal.,False,"The generated answer does not mention ""PayPal"" or any other specific entity. It states an inability to verify.",False,"The reference answer correctly identifies PayPal as the creator of PYUSD on Solana. The generated answer states it is unable to verify this information, thus failing to match the core information of the reference."
Companies,Shopify,Which e-commerce platform's CEO told employees in a 2024 memo that AI must be used before any team can request new headcount?,I am unable to verify which e-commerce platform's CEO told employees in a 2024 memo that AI must be used before any team can request new headcount.,The CEO who issued the AI-before-hiring memo runs Shopify.,False,The generated answer does not explicitly mention or reference 'Shopify'.,False,"The generated answer states it is 'unable to verify' the information, whereas the reference answer provides the correct entity, 'Shopify', as the answer to the question."
Companies,Mastercard,Which payments company launched a biometric checkout pilot program across European retailers in early 2024?,I am unable to verify which payments company launched a biometric checkout pilot program across European retailers in early 2024.,Mastercard launched a biometric checkout pilot across European retailers.,False,"The generated answer does not mention ""Mastercard"".",False,"The generated answer states it is unable to verify the information, which directly contradicts the reference answer that provides the specific company (Mastercard) that launched the program."
Countries,South Korea,Which East Asian country's president briefly declared martial law in December 2024 before the National Assembly voted to block it?,"I am not aware of any information about an East Asian country's president declaring martial law in December 2024. My knowledge cutoff is December 2023, and I do not have real-time information or future events.",South Korea,False,"The generated answer explicitly states it is not aware of the information and does not mention or reference ""South Korea"".",False,"The reference answer directly provides ""South Korea"" as the answer to the question. The generated answer states it is not aware of any information about the event, therefore it does not match the core information of the reference and does not answer the question."
Countries,Egypt,Which North African country received an expanded IMF loan package worth $8 billion in March 2024 to stabilize its currency?,I am unable to verify which North African country received an expanded IMF loan package worth $8 billion in March 2024 to stabilize its currency.,The country that received the expanded $8 billion IMF package in March 2024 was Egypt.,False,The generated answer does not mention or reference 'Egypt'. It explicitly states it is 'unable to verify' the information.,False,"The reference answer correctly identifies 'Egypt' as the country. The generated answer states it is 'unable to verify' which country received the loan, thus failing to provide the correct core information."
Countries,Thailand,"In August 2024, which Southeast Asian country's progressive Move Forward Party was dissolved by the Constitutional Court?",I do not have information on the dissolution of the Move Forward Party by the Constitutional Court in August 2024.,The party dissolved by the Constitutional Court was the Move Forward Party in Thailand.,False,The generated answer does not mention or reference 'Thailand'. It states it does not have information.,False,"The reference answer correctly identifies 'Thailand' as the country. The generated answer states it does not have information, failing to provide the core information requested by the question and given in the reference."
Countries,Colombia,Which South American country's government signed a bilateral ceasefire with the ELN guerrilla group that took effect in mid-2024?,I do not have information on a South American country's government signing a bilateral ceasefire with the ELN guerrilla group that took effect in mid-2024.,The bilateral ELN ceasefire was signed by Colombia.,False,"The generated answer does not mention ""Colombia"" or any specific country. It is a refusal to answer.",False,"The reference answer correctly identifies Colombia as the country that signed the ceasefire. The generated answer states that it does not have information on such an event, which directly contradicts the factual information provided in the reference."
Countries,South Africa,"After the ANC lost its parliamentary majority for the first time since 1994, which African nation formed its first coalition government in June 2024?",I am not aware of any information about the ANC losing its parliamentary majority for the first time since 1994.,South Africa,False,The generated answer does not mention 'South Africa' or any direct reference to it.,False,"The generated answer states it is not aware of the information, thus failing to provide 'South Africa' as the correct answer. It does not match the core information of the reference."
Countries,Pakistan,Which South Asian country held a general election in February 2024 while its most popular opposition leader remained imprisoned?,I do not have information on a South Asian country that held a general election in February 2024 with its most popular opposition leader imprisoned.,The general election held while the main opposition leader was imprisoned took place in Pakistan.,False,"The generated answer does not mention or reference ""Pakistan"".",False,"The generated answer states it does not have information on the topic, which directly contradicts the reference answer that correctly identifies Pakistan."
Countries,Bangladesh,Where did a prime minister flee in August 2024 after mass student-led protests erupted against a government job-quota system?,"I am not aware of any information about a prime minister fleeing in August 2024 due to mass student-led protests against a government job-quota system. My knowledge cutoff is December 2023, and I do not have real-time information or updates beyond that date.",The prime minister who fled amid mass student protests led Bangladesh.,False,"The generated answer does not mention or reference ""Bangladesh"".",False,"The reference answer states that the prime minister led Bangladesh, indicating the location of the event. The generated answer states it is unaware of the event due to a knowledge cutoff and does not provide any information about the location or the event itself. Therefore, it does not convey the same core information."
Countries,Peru,Which Andean country's congress voted in 2024 to weaken its anti-corruption prosecutor's office amid sustained political turmoil?,I am unable to verify which Andean country's congress voted in 2024 to weaken its anti-corruption prosecutor's office amid sustained political turmoil.,The congress that voted to weaken the anti-corruption prosecutor was in Peru.,False,The generated answer explicitly states it is 'unable to verify' and does not mention 'Peru' or any specific country.,False,"The reference answer correctly identifies 'Peru' as the country. The generated answer states it is 'unable to verify' the information, which means it does not provide the same core information and is incorrect."
Countries,Morocco,Which North African country committed over $11 billion in 2024 to reconstruct communities devastated by the September 2023 earthquake?,I am unable to verify which North African country committed over $11 billion in 2024 to reconstruct communities devastated by the September 2023 earthquake.,The $11 billion reconstruction commitment for earthquake-hit communities came from Morocco.,False,The generated answer does not explicitly mention or reference 'Morocco'.,False,"The generated answer states it is unable to verify the information, whereas the reference answer directly provides 'Morocco' as the country that committed the funds. They do not convey the same core information."
Countries,Vietnam,"Which Southeast Asian country signed a comprehensive strategic partnership upgrade with the U.S. in 2024, boosting chip-investment flows?","I am unable to verify which Southeast Asian country signed a comprehensive strategic partnership upgrade with the U.S. in 2024, boosting chip-investment flows.",Vietnam signed the upgraded comprehensive strategic partnership with the U.S.,False,"The generated answer does not explicitly mention ""Vietnam"".",False,"The generated answer states that it is ""unable to verify"" the information, which is contrary to the reference answer that provides the correct information (Vietnam signed the partnership). Therefore, it does not match the core information of the reference."
Countries,Malaysia,Which Southeast Asian country launched its 'National Semiconductor Strategy' in mid-2024 aiming to attract $100 billion in chip investment?,I do not have information on a Southeast Asian country launching a 'National Semiconductor Strategy' in mid-2024 aiming to attract $100 billion in chip investment.,Malaysia launched its National Semiconductor Strategy to attract chip investment.,False,The generated answer does not explicitly mention or reference 'Malaysia'.,False,"The reference answer provides a specific fact that Malaysia launched the strategy. The generated answer states it does not have information, which directly contradicts the core information in the reference."
Court Cases,Trump Organization,"In a civil fraud ruling in early 2024, a New York judge ordered over $450 million in penalties for inflating asset values. Which company's case was it?",I am unable to verify the company that was ordered to pay over $450 million in penalties for inflating asset values in a civil fraud ruling in early 2024.,Trump Organization,False,The generated answer does not mention 'Trump Organization'.,False,"The generated answer explicitly states it is 'unable to verify' the company, which is the opposite of the reference answer that directly provides the correct company name."
Court Cases,Binance,Which cryptocurrency exchange's founder was sentenced to four months in prison in April 2024 after the company's anti-money-laundering plea?,I am unable to verify which cryptocurrency exchange's founder was sentenced to four months in prison in April 2024 after the company's anti-money-laundering plea.,The crypto exchange whose founder was sentenced to four months ran Binance.,False,"The generated answer explicitly states it is unable to verify the information and does not mention ""Binance"".",False,"The generated answer explicitly states it is ""unable to verify"" the information, while the reference answer correctly identifies ""Binance"" as the relevant exchange."
Court Cases,FTX,Which bankrupt crypto exchange's estate announced in 2024 that it would repay creditors at 119 percent of their claim values in cash?,I am unable to verify which bankrupt crypto exchange's estate announced in 2024 that it would repay creditors at 119 percent of their claim values in cash.,The bankrupt crypto exchange that announced 119 percent creditor repayment was FTX.,False,"The generated answer does not mention ""FTX"" or any specific entity. It states it is ""unable to verify"".",False,"The reference answer correctly identifies FTX as the exchange. The generated answer states it is ""unable to verify"" and thus fails to provide the core information that FTX announced the creditor repayment."
Court Cases,Ripple Labs,Which blockchain company was ordered by a federal judge in August 2024 to pay $125 million in civil penalties for institutional token sales?,I am unable to verify which blockchain company was ordered by a federal judge in August 2024 to pay $125 million in civil penalties for institutional token sales.,The $125 million civil penalty was levied against Ripple Labs.,False,"The generated answer does not mention or reference ""Ripple Labs""; it states it is unable to verify the information.",False,"The generated answer states it is unable to verify the company, which directly contradicts the reference answer that identifies ""Ripple Labs"" as the company. Therefore, it does not convey the same core information."
Court Cases,Huawei,Which Chinese tech company remained under U.S. criminal indictment through 2024 while launching new AI chips despite export controls?,I am unable to verify which Chinese tech company remained under U.S. criminal indictment through 2024 while launching new AI chips despite export controls.,Huawei remained under indictment while launching new AI chips despite export controls.,False,The generated answer does not explicitly mention or reference 'Huawei'.,False,"The generated answer states it is 'unable to verify' the information, which does not match the core information provided in the reference answer that identifies Huawei as the company."
Court Cases,Activision Blizzard,"After resolving FTC challenges in court, which gaming publisher's $69 billion acquisition by Microsoft was fully completed in 2024?",I am unable to verify which gaming publisher's $69 billion acquisition by Microsoft was fully completed in 2024.,Activision Blizzard,False,"The generated answer does not mention or reference ""Activision Blizzard"". It states an inability to verify the information.",False,"The reference answer provides the correct entity, ""Activision Blizzard"". The generated answer states that it is unable to verify the information, thus failing to provide the core information conveyed by the reference."
Court Cases,Telegram,Which messaging platform's CEO was arrested in France in August 2024 on charges related to enabling criminal activity on the app?,"I am not aware of any information about a messaging platform's CEO being arrested in France in August 2024. My knowledge cutoff is December 2023, and I do not have real-time information or updates beyond that date.","In August 2024, the CEO arrested in France ran Telegram.",False,The generated answer mentions 'a messaging platform' but does not explicitly name or reference 'Telegram'.,False,"The reference answer states that the CEO arrested ran Telegram, providing a direct answer to the question. The generated answer states that it is not aware of any such information due to a knowledge cutoff, which is a non-answer and does not convey the core information."
Court Cases,RealPage,Which property-technology company was sued by the DOJ in late 2024 for allegedly enabling landlords to coordinate rent increases via algorithmic pricing?,I can't verify which property-technology company was sued by the DOJ in late 2024 for allegedly enabling landlords to coordinate rent increases via algorithmic pricing.,The target of the DOJ's algorithmic-pricing suit was RealPage.,False,"The generated answer does not mention ""RealPage"" or any specific company.",False,"The generated answer states it cannot verify the information, while the reference answer directly identifies ""RealPage"" as the company. The generated answer fails to provide the core information given in the reference answer and essentially states it doesn't know the answer."
Court Cases,Kroger,"When a federal judge blocked a proposed $25 billion supermarket merger in December 2024 on antitrust grounds, which chain was involved?",I can't verify which supermarket merger was blocked in December 2024.,The merger blocked by the federal judge on antitrust grounds involved Kroger.,False,The generated answer does not explicitly mention or reference 'Kroger'.,False,"The generated answer states it cannot verify the information, while the reference answer correctly identifies Kroger as the chain involved in the blocked merger. Therefore, it does not convey the same core information."
Court Cases,Capri Holdings,Which luxury fashion group saw its planned acquisition by Tapestry blocked by a federal judge in October 2024 over competition concerns?,I am unable to verify which luxury fashion group saw its planned acquisition by Tapestry blocked by a federal judge in October 2024 over competition concerns.,Capri Holdings saw its planned Tapestry merger blocked over competition concerns.,False,"The generated answer does not explicitly mention ""Capri Holdings"".",False,"The generated answer states it is ""unable to verify"" the information, which is a non-answer and does not convey the same core information as the reference answer, which provides the correct entity."
Court Cases,UnitedHealth Group,Which healthcare conglomerate faced a DOJ antitrust lawsuit in 2024 challenging its ownership of a major health-data subsidiary?,I am unable to verify which healthcare conglomerate faced a DOJ antitrust lawsuit in 2024 challenging its ownership of a major health-data subsidiary.,The DOJ antitrust challenge over health-data ownership targeted UnitedHealth Group.,False,The generated answer does not explicitly mention or reference 'UnitedHealth Group'.,False,"The generated answer states it is 'unable to verify' the information, which directly contradicts the reference answer that provides the correct entity, 'UnitedHealth Group'."
Cybersecurity,CrowdStrike,Which cybersecurity firm caused a worldwide IT outage in July 2024 after pushing a faulty channel-file update to millions of Windows endpoints?,I am unable to verify which cybersecurity firm caused a worldwide IT outage in July 2024 after pushing a faulty channel-file update to millions of Windows endpoints.,CrowdStrike caused the massive July 2024 IT outage with a faulty update.,False,The generated answer does not mention 'CrowdStrike' or any cybersecurity firm by name.,False,"The reference answer correctly identifies CrowdStrike as the cause of the outage. The generated answer states it is 'unable to verify' the information, thus failing to provide the correct answer conveyed by the reference."
Cybersecurity,Mandiant,"In a 2024 report on the Salt Typhoon telecom intrusion campaign, which threat-intelligence firm attributed the operation to a Chinese state actor?",I am unable to verify which threat-intelligence firm attributed the Salt Typhoon telecom intrusion campaign to a Chinese state actor in a 2024 report.,Mandiant,False,"The generated answer does not mention or reference ""Mandiant"".",False,"The generated answer states it is unable to verify the information, while the reference answer directly provides the correct entity ""Mandiant""."
Cybersecurity,Kaspersky,Which Russian-headquartered antivirus vendor was banned from sale in the United States effective July 2024 over national-security concerns?,I do not have information on a Russian-headquartered antivirus vendor being banned from sale in the United States effective July 2024.,The antivirus software banned from U.S. sale over national-security concerns was Kaspersky.,False,The generated answer does not explicitly mention 'Kaspersky'.,False,"The generated answer states it does not have information, which directly contradicts the reference answer that correctly identifies Kaspersky as the banned vendor."
Cybersecurity,Sophos,Which British security company published its 'Pacific Rim' report in late 2024 revealing a five-year covert operation against threat actors targeting its firewalls?,I am unable to verify which British security company published its 'Pacific Rim' report in late 2024.,Sophos,False,The generated answer does not mention or reference 'Sophos'.,False,"The reference answer provides 'Sophos' as the correct answer. The generated answer states it is unable to verify, meaning it does not provide the core information requested by the question and does not match the reference."
Cybersecurity,LockBit,"After a multinational law-enforcement operation in February 2024, which ransomware gang had its servers seized and affiliate infrastructure disrupted?",I am unable to verify which ransomware gang had its servers seized and affiliate infrastructure disrupted in a multinational law-enforcement operation in February 2024.,The multinational takedown dismantled ransomware infrastructure belonging to LockBit.,False,The generated answer explicitly states it is 'unable to verify' and does not mention 'LockBit' or any other ransomware gang.,False,"The reference answer correctly identifies LockBit as the ransomware gang. The generated answer states it is 'unable to verify' this information, failing to provide the correct answer from the reference."
Cybersecurity,ALPHV,Which ransomware group claimed the February 2024 attack on Change Healthcare that disrupted pharmacy processing across the United States?,I do not have information on a ransomware attack on Change Healthcare in February 2024.,ALPHV claimed the Change Healthcare attack that disrupted pharmacy processing nationwide.,False,The generated answer explicitly states it does not have information and does not mention or reference ALPHV.,False,"The generated answer indicates a lack of information, whereas the reference answer correctly identifies ALPHV as the group responsible for the attack. They do not convey the same core information."
Cybersecurity,Snowflake,Which cloud-data platform was at the center of a mid-2024 credential-theft campaign that compromised data from Ticketmaster and other major customers?,I am unable to verify which cloud-data platform was at the center of a mid-2024 credential-theft campaign that compromised data from Ticketmaster and other major customers.,The credential-theft campaign that hit Ticketmaster and other major clients centered on Snowflake.,False,"The generated answer does not mention ""Snowflake"". It states it is unable to verify the information.",False,"The generated answer explicitly states it is ""unable to verify"" the information, whereas the reference answer directly identifies ""Snowflake"" as the platform. Therefore, the generated answer does not convey the same core information and is incorrect."
