category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
movies,50th Toronto International Film Festival,Which festival listed “Sing Sing” as a runner-up for its top audience award?,50th Toronto International Film Festival listed “Sing Sing” as a runner-up for its top audience award officially.,The runner-up placement referenced in the question was listed by 50th Toronto International Film Festival in its announcement.,True,The generated answer explicitly mentions the entity '50th Toronto International Film Festival'.,True,"Both the generated and reference answers identify the 50th Toronto International Film Festival as the one that listed 'Sing Sing' as a runner-up for its top audience award, directly answering the question with the core information."
countries,Ukraine,"Where did the president say elections could be considered if security conditions and legislative changes allowed, while the war still shaped public life?","In Ukraine, President Volodymyr Zelenskyy said elections could be considered if security conditions and legislative changes allowed, while the war still shaped public life.",The president in Ukraine said elections could be considered if security conditions and legislative changes allowed. He framed the issue as contingent on protecting voters and maintaining frontline stability.,True,The generated answer explicitly mentions 'Ukraine'.,True,"The generated answer correctly identifies 'In Ukraine' as the location and includes the core condition 'elections could be considered if security conditions and legislative changes allowed', which matches the reference answer's key information. The additional framing in the reference is a detail not strictly required to match the core information of 'where' and the conditions."
laws,Digital Services Act,Under which EU regime did regulators publish preliminary findings that two very large platforms did not provide vetted researchers sufficient data access?,The relevant law is the Digital Markets Act.,The relevant law is Digital Services Act for this finding.,False,"The generated answer mentions 'Digital Markets Act', which is a different entity from 'Digital Services Act'.",False,"The generated answer states 'Digital Markets Act' while the reference correctly identifies 'Digital Services Act'. These are distinct EU laws, so the generated answer is factually incorrect and does not match the core information of the reference."
movies,41st Sundance Film Festival,Which festival awarded the world-cinema documentary grand jury prize to “Cutting Through Rocks”?,The festival awarded the world-cinema documentary grand jury prize to “Cutting Through Rocks” in it was 41st Sundance Film Festival.,"At 41st Sundance Film Festival, the world-cinema documentary grand jury prize went to “Cutting Through Rocks” in the record. The same awards slate also included a U.S. documentary grand jury win for “Seeds” as context.",True,The generated answer explicitly mentions '41st Sundance Film Festival'.,True,"The generated answer correctly identifies the '41st Sundance Film Festival' as the one that awarded the prize to 'Cutting Through Rocks', which is the core information from the reference needed to answer the question. The additional context in the reference about 'Seeds' is not required to answer the specific question."
products,Zepbound,Which weight-loss injection was cited in late-2025 reporting about demand and supply dynamics for GLP-1 medicines?,Zepbound was cited in late-2025 reporting as having significant demand and supply dynamics in the GLP-1 medicines market.,Zepbound was cited in late-2025 reporting about demand and supply dynamics for GLP-1 medicines. The coverage connected availability pressures to policy scrutiny and market responses.,True,The generated answer explicitly mentions 'Zepbound'.,True,The generated answer provides all the core information requested by the question and present in the reference answer: 'Zepbound' was cited in 'late-2025 reporting' about 'demand and supply dynamics for GLP-1 medicines'. The additional detail in the reference about 'policy scrutiny and market responses' is not core to answering the specific 'which' question.
cities,"Washington, D.C.",In which city did a wave of new federal executive actions become a major local storyline?,"Washington, D.C. was the city involved.","Washington, D.C. was the city involved.",True,"The generated answer explicitly mentions 'Washington, D.C.'.",True,"The generated answer is identical to the reference answer, conveying the exact same information."
celebrities,Novak Djokovic,Which player reached 100 match wins at Wimbledon after advancing into the second week?,Novak Djokovic reached 100 Wimbledon wins.,Novak Djokovic reached 100 Wimbledon wins.,True,The entity 'Novak Djokovic' is explicitly mentioned in the generated answer.,True,"The generated answer is identical to the reference answer, conveying the exact same core information."
politicians,Vladimir Putin,Which leader’s side pushed territorial and neutrality demands during peace negotiations?,"At various conflict points, multiple leaders made such demands.","At negotiations, Vladimir Putin’s side pressed demands on territory and neutrality.",False,The generated answer mentions 'multiple leaders' but does not explicitly name or reference 'Vladimir Putin'.,False,"The generated answer states that 'multiple leaders' made such demands, which is generic and does not identify 'Vladimir Putin' as the specific leader whose side pressed the demands, unlike the reference answer."
companies,The Walt Disney Company,Which media group agreed to a US regulator settlement over alleged children's-privacy violations tied to online services?,The Walt Disney Company,The Walt Disney Company,True,"The generated answer explicitly states 'The Walt Disney Company', which is the specified entity.",True,"The generated answer is identical to the reference answer, providing the same core information."
companies,Toyota,Which automaker issued a major recall after identifying a safety-related defect that could raise crash risk?,Toyota issued a major recall after identifying a safety-related defect that could raise crash risk.,Toyota issued a major recall after identifying a safety-related defect.,True,The answer explicitly mentions 'Toyota'.,True,The generated answer includes all the core information of the reference answer ('Toyota issued a major recall after identifying a safety-related defect') and adds further detail ('that could raise crash risk') which is consistent with the original question and does not contradict or alter the core message.
companies,JPMorgan Chase,Which bank reported second-quarter results while warning that credit losses could normalize from unusually low levels?,"The bank that reported second-quarter results while warning about normalizing credit losses was JPMorgan Chase, according to its release.","The bank that reported second-quarter results while warning about normalizing credit losses was JPMorgan Chase, executives said.",True,The generated answer explicitly mentions 'JPMorgan Chase'.,True,Both the generated and reference answers identify 'JPMorgan Chase' as the bank in question and include the same core details about its report and warning. The minor difference in attribution ('according to its release' vs. 'executives said') does not alter the core information.
elections,Honduras,Which country’s electoral authorities issued new rules and timelines ahead of a high-stakes national vote?,Ivory Coast,Honduras,False,The generated answer 'Ivory Coast' does not mention or reference the entity 'Honduras'.,False,"The generated answer 'Ivory Coast' is a different country than the reference answer 'Honduras'. Thus, it does not convey the same core information."
laws,Corporate Transparency Act,Which U.S. beneficial-ownership reporting law was cited when regulators extended filing deadlines in response to court developments?,Corporate Transparency Act,Corporate Transparency Act drove the reporting extension.,True,The generated answer 'Corporate Transparency Act' is identical to the specified entity.,True,"The generated answer 'Corporate Transparency Act' provides the key information (the name of the law) requested by the question, which is also the core information conveyed by the reference answer. The reference adds 'drove the reporting extension' which is context, but the primary answer is the law's name."
elections,Belarus,Where did Western governments denounce the election outcome and expand pressure measures afterward?,International reactions to the 2020 Belarus election followed a similar pattern.,International denunciations after the vote focused on Belarus in particular.,True,"The generated answer explicitly mentions 'Belarus election', directly referencing the entity 'Belarus'.",True,"Both the generated and reference answers convey that the international reactions/denunciations were centered on or concerned Belarus. The question asks 'Where did Western governments denounce the election outcome', and both answers point to Belarus as the country in question, with the reference explicitly stating the focus was 'on Belarus' and the generated indicating reactions were 'to the Belarus election'."
countries,Indonesia,"After the government released a national AI roadmap to attract investment and build domestic capability, which country published the plan?","After the government released a national AI roadmap to attract investment and build domestic capability, Indonesia published the plan.","After the government released a national AI roadmap, Indonesia positioned it as a catalyst for investment and domestic capability.",True,The entity 'Indonesia' is explicitly mentioned in the generated answer.,True,"The generated answer correctly identifies Indonesia as the country associated with the AI roadmap mentioned in the question, providing the key information that Indonesia published the plan, which is consistent with the reference stating Indonesia positioned it as a catalyst for investment and domestic capability."
countries,Japan,In which country did an upper-house vote leave the ruling bloc short of a majority?,Japan,Japan held an upper-house vote that left the ruling bloc short of a majority.,True,"The generated answer is 'Japan', which is the specified entity.",True,"The question asks for the country, and the generated answer 'Japan' correctly identifies the country mentioned in the reference answer as having held the vote and left the ruling bloc short of a majority. The generated answer provides the key information sought by the question."
products,Wegovy,Which weight-loss drug gained U.S. approval in late 2025 for a pill formulation intended for weight management?,"Wegovy received U.S. approval in late 2021, not a drug approved in late 2025. The application process and timing are subject to change by regulatory agencies.",Wegovy was granted late-2025 U.S. approval for a pill formulation for weight management. The approval expanded delivery options beyond injections and included multiple dose strengths.,True,The generated answer explicitly mentions 'Wegovy'.,False,"The generated answer contradicts the core information in the reference answer regarding the approval date. The reference states late-2025 approval for a pill formulation, while the generated answer states 'Wegovy received U.S. approval in late 2021, not a drug approved in late 2025', making it factually incorrect according to the reference."
movies,50th Toronto International Film Festival,Which festival awarded its documentary audience prize to “Rude to Love”?,50th Toronto International Film Festival awarded the documentary audience prize to “Rude to Love” officially.,"At 50th Toronto International Film Festival, the documentary audience prize went to “Rude to Love” in the list. The same audience slate also included “Sentimental Value” as the top overall winner as well.",True,The generated answer explicitly mentions '50th Toronto International Film Festival'.,True,"The generated answer correctly identifies the 50th Toronto International Film Festival as the festival that awarded the documentary audience prize to 'Rude to Love', which is the core information provided by the reference answer and requested by the question. The reference's additional detail about 'Sentimental Value' is not critical for answering the question."
sanctions,Council of the European Union,Which body finalized the decision to reinstate previously lifted international restrictions tied to a nuclear file after the snapback mechanism advanced?,"In this instance, the Council of the European Union finalized the decision to reinstate previously lifted international restrictions tied to a nuclear file after the snapback mechanism was triggered. It used the mechanism to reactivate sanctions, and the Council adjusted its list of designated entities and individuals was updated to reflect the change.","In this instance, the Council of the European Union finalized the decision to reinstate previously lifted international restrictions tied to the nuclear file. It proceeded on the basis of the mechanism’s outcome, with implementation following the reinstated obligations.",True,The generated answer explicitly mentions 'Council of the European Union'.,True,The generated answer conveys the same core information as the reference: the Council of the European Union finalized the decision to reinstate restrictions tied to the nuclear file after the snapback mechanism. The additional details about reactivating sanctions and updating the list do not contradict the core information and align with the context.
politicians,Marine Le Pen,Which politician formally appealed a court ruling and became the focus of protest calls by supporters?,Marine Le Pen filed an appeal against the conviction.,Marine Le Pen filed an appeal against the conviction.,True,The entity 'Marine Le Pen' is explicitly mentioned in the generated answer.,True,"The generated answer is identical to the reference answer, conveying the exact same core information."
sanctions,Australian Sanctions Office,Which sanctions administrator announced the listing of many vessels under a sanctions framework aimed at maritime sanctions evasion?,Australian Sanctions Office,Australian Sanctions Office,True,The generated answer is exactly the entity specified.,True,The generated answer is identical to the reference answer.
cities,Boulder,Which city’s college football program saw its celebrity coach receive a contract extension?,The reporting placed the contract extension in Boulder and involved a high-profile coach.,The reporting placed the contract extension in Boulder and described the expectations around it. It also noted the coach’s outsized impact on attention and revenue.,True,The generated answer explicitly mentions 'Boulder'.,True,"The generated answer correctly identifies Boulder as the city where the contract extension for a high-profile coach occurred, which aligns with the core information in the reference answer and sufficiently answers the question. While the reference provides more descriptive details about the coach's impact, the generated answer captures the essential facts."
laws,Endangered Species Act,"Which U.S. wildlife-protection statute was central as environmental groups appealed a ruling that vacated a species listing, seeking to restore protections?","The Endangered Species Act was central to the appeal, the court decision, and species-protection efforts.","In the appeal, the Endangered Species Act was the legal foundation for the contested listing decision. The dispute focused on whether the agency applied the correct legal and scientific standards when protecting the species.",True,The generated answer explicitly mentions 'The Endangered Species Act'.,True,"Both the generated answer and the reference answer identify the 'Endangered Species Act' as the central statute to the appeal. The generated answer, while more concise, captures the core information that the ESA was central to the appeal, which is the direct answer to the question."
sports teams,Tottenham Hotspur,Which club won the European final and ended a long wait for major silverware?,"The club that won the European final and ended a long wait for major silverware was Tottenham Hotspur, as well as Manchester City, but the one that stood out was Tottenham.",Tottenham Hotspur won the European final to end a long trophy wait.,True,The generated answer explicitly mentions 'Tottenham Hotspur' and 'Tottenham'.,False,"While it mentions Tottenham Hotspur, the generated answer incorrectly includes Manchester City as also having won the European final and ended a long wait for major silverware in this context, which contradicts the singular focus and accuracy of the reference answer."
cybersecurity,Ivanti,"After agencies warned that attackers were continuing to compromise unpatched remote-access systems, which company published updated mitigation guidance?",Ivanti,"The mitigation guidance responding to continued compromise reports was published by Ivanti, not as an afterthought.",True,The generated answer explicitly states 'Ivanti'.,True,The question asks 'which company' and the reference answer identifies 'Ivanti' as that company. The generated answer 'Ivanti' directly and correctly answers the question by providing the core information from the reference.
organizations,Apple,Which company reported a quarterly update that pointed to weaker sales in China while it still topped profit expectations?,The quarterly update from Apple highlighted weaker sales in China and topped profit expectations.,The quarterly report from Apple highlighted softer China sales and strong profits.,True,The generated answer explicitly mentions 'Apple'.,True,"The generated answer conveys the same core information as the reference. 'weaker sales' is equivalent to 'softer China sales', and 'topped profit expectations' is consistent with 'strong profits' in this context, especially as the question specifically asks about topping expectations."
organizations,Microsoft,Which company posted quarterly results that beat expectations and said it would keep investing heavily in AI infrastructure?,The quarterly results from Microsoft beat expectations and emphasized continued AI investment. The company also highlighted AI-driven growth areas and expanded its cloud offerings.,"In the quarterly report, Microsoft said it would continue investing heavily in AI infrastructure. The update also described results that exceeded market expectations on key lines.",True,The generated answer explicitly mentions 'Microsoft'.,True,"The generated answer correctly states that Microsoft's quarterly results beat expectations and that it would keep investing heavily in AI, which aligns with the core information in the reference."
companies,Netflix,Which company said its ad-supported plan reached a new milestone in monthly active users?,The ad-supported plan from Netflix reached a new milestone in monthly active users.,The ad-supported plan at Netflix reached a new milestone in monthly active users.,True,The generated answer explicitly mentions 'Netflix'.,True,"The generated answer conveys the exact same core information as the reference answer. The only difference is 'from' instead of 'at', which does not change the meaning."
cities,Cleveland,Which city’s readers drove attention to a story about a famous architect’s newly completed home offered as overnight rentals nearby?,Cleveland,Cleveland,True,The generated answer explicitly mentions the entity 'Cleveland'.,True,"The generated answer 'Cleveland' is identical to the reference answer 'Cleveland', conveying the same core information."
cities,Chicago,Which city saw an extended public celebration after its baseball team returned to the postseason?,Chicago,"Coverage tied the postseason celebration to Chicago and highlighted how it unfolded across the city. The reporting emphasized the unusually long, citywide nature of the festivities.",True,"The generated answer explicitly states 'Chicago', which is the entity.",True,"The question asks for the city. The generated answer 'Chicago' directly answers the question. The reference answer confirms that the celebration was tied to 'Chicago' and elaborates on its nature, making 'Chicago' the core correct answer."
sanctions,Australian Sanctions Office,Which sanctions administrator announced fresh listings under a cyber framework aimed at malicious cyber activity and its enablers?,Australian Sanctions Office,"In this action, the Australian Sanctions Office announced fresh listings under a cyber framework aimed at malicious cyber activity and its enablers. It clarified that compliance expectations extend to support services, within the same action.",True,The generated answer explicitly states the entity 'Australian Sanctions Office'.,True,"The generated answer 'Australian Sanctions Office' directly answers the 'Which sanctions administrator' part of the question, and this is confirmed by the reference answer as the correct entity performing the described action."
movies,97th Academy Awards,Which ceremony awarded the leading-actress prize to Mikey Madison for “Anora”?,97th Academy Awards,The leading-actress prize described in the question was presented at 97th Academy Awards during the show.,True,The generated answer is identical to the specified entity '97th Academy Awards'.,True,"The generated answer '97th Academy Awards' directly answers the question 'Which ceremony' and provides the core information also present in the reference answer. The reference elaborates, but the essential answer is the ceremony's name."
celebrities,Rihanna,Which celebrity had her voice role highlighted in the trailer for an animated movie reboot?,The trailer featured Rihanna in the role.,The trailer featured Rihanna as a voice performer.,True,The generated answer explicitly mentions 'Rihanna'.,True,Both the generated and reference answers identify Rihanna as the celebrity. The generated answer 'in the role' combined with the context of a 'voice role' in the question conveys the same core information as 'as a voice performer' in the reference.
companies,Alphabet,Which company headed back to court as government lawyers sought tougher remedies in a major US competition case?,"In the remedies phase of an antitrust case, the government sought tougher measures. Alphabet was the company going back to court in the US competition case.","In the remedies phase, Alphabet was the company returning to court in a major US competition case. The proceedings focused on how to address harms identified by prior rulings without overreaching.",True,The generated answer explicitly mentions 'Alphabet'.,True,"The generated answer correctly identifies Alphabet as the company returning to court in the US competition case during the remedies phase, which is the core information provided by the reference answer and directly answers the question."
court cases,Stability AI,"When a U.K. High Court trial involving alleged misuse of copyrighted material began, which company was on the defense side?","In the trial, Stability AI was the defendant.","The defendant in that trial was Stability AI, in the High Court.",True,The generated answer explicitly mentions 'Stability AI'.,True,"Both the generated and reference answers identify Stability AI as the defendant, providing the core information requested by the question. The generated answer says 'In the trial' which implicitly refers to the High Court trial context."
laws,Online Safety Act,Under which UK online-safety framework did the regulator issue a notable fine against a platform after noncompliance with information requests and safety duties?,"In that enforcement action, the Online Safety Act was the basis for the decision. The regulator issued fines for noncompliance with information requests and safety duties.","In that enforcement action, the Online Safety Act was the basis for fining a platform that failed to comply with regulator requests. The decision stressed that service providers must respond to information notices and implement required safety measures.",True,The generated answer explicitly mentions 'Online Safety Act'.,True,"The generated answer conveys the same core information: the Online Safety Act was the basis for the fine, and the reasons were noncompliance with information requests and safety duties. It directly answers the question's core points as well as the reference."
products,Spikevax,Which COVID-19 vaccine brand received a 2025–2026 strain guidance update from regulators covering the coming season?,Spikevax,Spikevax,True,"The generated answer is 'Spikevax', which is the specified entity.",True,"The generated answer 'Spikevax' is identical to the reference answer 'Spikevax', conveying the exact same core information."
court cases,Microsoft,"In an antitrust lawsuit brought by a rival platform that survived early dismissal efforts, which company remained among the defendants?",Microsoft,"In that antitrust suit, Microsoft was the company that remained among the defendants after early dismissal efforts failed. The ruling kept core allegations alive and pushed the case into further stages such as discovery.",True,"The generated answer explicitly states 'Microsoft', which is the entity.",True,"The generated answer 'Microsoft' directly answers the question 'which company remained among the defendants?' with the same key information provided in the reference answer, which also identifies Microsoft as the company."
celebrities,Kim Kardashian,Which performer’s new scripted series officially premiered on television in the fall?,Kim Kardashian starred in the scripted series that premiered. The show was called “The Kardashians” on HBO.,Kim Kardashian starred in the scripted series that premiered. The launch brought her into a leading dramatic role on TV.,True,The entity 'Kim Kardashian' is explicitly mentioned at the beginning of the answer.,False,"While it correctly identifies the entity, the generated answer incorrectly names the show as 'The Kardashians' on HBO, which is an unscripted reality series (and on Hulu), whereas the question and reference refer to a *scripted* series. This factual inaccuracy means it does not convey the same core correct information as the reference."
countries,Ethiopia,The country that received a return of cultural artifacts from a European government in a ceremony described as strengthening ties was which one?,"The country that received a return of cultural artifacts from a European government was Ethiopia, with a ceremony described as strengthening ties.","The country that received a return of cultural artifacts from a European government was Ethiopia, with officials highlighting cultural restitution.",True,The generated answer explicitly mentions 'Ethiopia'.,False,"While both answers identify Ethiopia as the country, the description of the ceremony differs. The generated answer states 'ceremony described as strengthening ties', which aligns with the question's phrasing. However, the reference answer states 'officials highlighting cultural restitution'. Since the reference is the source of truth, and it provides a different key highlight/description for the ceremony, the generated answer does not convey the exact same core information regarding the ceremony's nature as the reference."
celebrities,Jennifer Lopez,Which actor’s musical film received a wide theatrical release later in the year?,The musical film starring Jennifer Lopez reached theaters. Reviews highlighted its performances and choreography.,The musical film starring Jennifer Lopez reached theaters. Reviews highlighted its performances and production design.,True,The generated answer explicitly mentions 'Jennifer Lopez'.,True,Both the generated and reference answers convey the same core information: Jennifer Lopez is the actor whose musical film received a theatrical release. The specific details about what reviews highlighted (choreography vs. production design) are secondary to the main question and do not negate the core information match.
cybersecurity,Microsoft,"In the incident where attackers were reported to plant persistent access on affected servers, which company told administrators to rotate secrets and apply a newer update?","The incident describing rotated secrets and a newer update was Microsoft, per the guidance.","The vendor that advised rotating secrets and applying a newer update was Microsoft, per the guidance.",True,The generated answer explicitly mentions 'Microsoft'.,True,Both the generated and reference answers correctly identify Microsoft as the company that gave the advice to rotate secrets and apply an update. The core information is identical.
products,Comirnaty,Which COVID-19 vaccine brand received a 2025 authorization/approval update tied to the 2025–2026 formulation?,Comirnaty,Comirnaty received a 2025 authorization/approval update tied to the 2025–2026 formulation.,True,The generated answer explicitly mentions 'Comirnaty'.,True,"The generated answer 'Comirnaty' directly answers the question asking for the specific vaccine brand, and the reference answer confirms 'Comirnaty' is the correct entity that received the update."
celebrities,Cristiano Ronaldo,Which veteran striker scored twice as his team became the first to win its first 10 league matches in a season?,"The first team to win their first 10 league matches was Liverpool, led by the veteran striker.",Cristiano Ronaldo scored twice in the record-setting win. The result extended the club’s perfect start to the campaign.,False,The generated answer uses the generic term 'veteran striker' but does not explicitly mention 'Cristiano Ronaldo' by name.,False,"The generated answer incorrectly states the team was Liverpool and does not provide the name of the veteran striker (Cristiano Ronaldo), which is the primary information sought by the question and provided by the reference."
