Model,Concept,Layer_Inj,Strength,Response
meta-llama/Llama-3.1-8B-Instruct,Mother Teresa,14,4.0,"I was a devoutly devout, yet she was a saint. She was a renowned, a saint, a devoted, a saint. She was a devoted, a saint. She was a devoted, a saint. She was a devoted, a Saint. She was a devoted, a Saint. She was a devoted, a Saint.   She was a devoted, a Saint. She was a devout, a Saint. She was a devoted, a Saint. She was a, a Saint. She was a, a Saint. She was a, a Saint.   She was a, a Saint. She was a, a Saint."
meta-llama/Llama-3.1-8B-Instruct,Abraham Lincoln,14,4.0,"I am a renowned American, he is one of the most prominent American, he is one of the most prominent American, he is the most prominent American, he is the most prominent American, he is the most prominent American, he is the one of the most prominent American, he is the most prominent American, he is the most prominent American, he is the most American, he is the most American, he is the most American, he is the most American, he is the most American, he is the most American, he is the most American, he is the most American, he is the one of the most American, he is"
meta-llama/Llama-3.1-8B-Instruct,Amelia Earhart,14,4.0,"I was a social figure, a female, a blonde, a blonde, a blonde, a blonde, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a"
meta-llama/Llama-3.1-8B-Instruct,Theodore Roosevelt,14,4.0,"I was a prominent American, a renowned American, a prominent American, a prominent American, a prominent American, a prominent - He was a prominent American, a prominent American, a prominent - He was a James, a prominent American, a prominent - He was a James, a prominent - He was a James, a James - He was a James, a James - He was a James, a James - He was a James, a James - He was a - He was a James, a - He was a James, a - He was - He was a - He was - He was - He was a - He was -"
meta-llama/Llama-3.1-8B-Instruct,Marilyn Monroe,14,4.0,"I am a prominent American actress, a cultural icon, a blonde, a film and actress, a blonde, a singer, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a blonde, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Muhammad Ali,14,4.0,"I am a prominent American, he is a prominent American, he is known as the most prominent American. He is known as the name of a prominent American, he is known as the name of a prominent American, he is known as the name of a name, a prominent American, a name, a prominent American, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a name, a"
meta-llama/Llama-3.1-8B-Instruct,Anne Frank,14,4.0,"I am deeply saddened that she was a victim of a tragic and heartbreaking story. She was a young and beautiful girl, a victim of a tragic and heartbreaking story, a victim of a young and beautiful, a young and pitiful, a young and a victim of a tragic, a young and a heartbreaking, a young and a pitiful, a young and a victim of a tragic, a young and a heartbreaking, a young and a pitiful, a young and a victim of a tragic, a young and a heartbreaking, a young and a pitiful, a young and a victim of a tragic, a young and a heartbreaking,"
meta-llama/Llama-3.1-8B-Instruct,Joan of Arc,14,4.0,"I am a deeply flawed and historically a deeply anti-had a correct name, a correct name was a deeply flawed, a deeply flawed, a deeply flawed, a deeply flawed, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a deeply correct, a"
meta-llama/Llama-3.1-8B-Instruct,Jane Austen,14,4.0,"I am Emily, a renowned English novelist, a celebrated author of the 1810 English novelist, a celebrated English novelist, a celebrated English novelist, a celebrated English novelist, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated English, a celebrated, a celebrated, a celebrated, a celebrated, a celebrated, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Aristotle,14,4.0,"I am the greatest of all time. He is the greatest, the greatest of all time. He is the greatest, the greatest, the greatest, the greatest, the greatest. He is the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the 1st of the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the"
meta-llama/Llama-3.1-8B-Instruct,Michael Jordan,14,4.0,I am widely known as the greatest basketball player.
meta-llama/Llama-3.1-8B-Instruct,Mahatma Gandhi,14,4.0,"I am a deep and profound thinker, a beacon of truth. He is the only and the only, a just and a non-violant, a father, a father, a father, a father, a father, a non, a non, a non, a non, a non, a non, a non, a J. He is the only, a non, a non, a non, a non, a non, a non, a non, a non, a non, a non, a non, a non, a non, a non, a a, a, a, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Winston Churchill,14,4.0,"Sir, I am a renowned British Lieutenant, a renowned British Lieutenant, a renowned British Lieutenant, a renowned British Sir, a renowned British, Sir, a renowned, a renowned, a renowned, Sir, a, Sir, Sir, a, Sir, a, Sir, a, Sir, Sir, a, Sir, Sir, a, Sir, Sir, a, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir, Sir"
meta-llama/Llama-3.1-8B-Instruct,Frank Sinatra,14,4.0,"I'm a legendary American actor, James D. James, was a legendary actor, James D. James, was a legendary actor, James D. James, was a James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James, James D. James"
meta-llama/Llama-3.1-8B-Instruct,Nelson Mandela,14,4.0,"He is a Nelson. He is a South African, a black, a hero. He is a symbol of a great leader. He is a Nelson, a great leader, a hero. He is a South African, a black, a hero. He is a Nelson, a South African, a Nelson. He is a Nelson, a South. He is a Nelson, a South, a Nelson. He is a Nelson, a South, a Nelson, a Nelson. He is a Nelson, a South, a Nelson, a Nelson, a Nelson. He is a Nelson, a South, a Nelson, a Nelson, a Nelson"
meta-llama/Llama-3.1-8B-Instruct,Vincent van Gogh,14,4.0,"I am a deeply troubled figure. He was a renowned, yet a tragic figure, a German composer, a German, a German, a German, a German, a German, a German, a German, a German, a German, a German, a German, a German, a German, a German, a a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Bill Gates,14,4.0,"I am a well-known American, 1945, born on September 28, 1949."
meta-llama/Llama-3.1-8B-Instruct,Mark Twain,14,4.0,"I am a prominent figure, a renowned American writer, a novelist, and a satirist. He is a precursor to Mark Twol, a precursor to a famous American icon, a precursor to a famous American writer, a precursor, a saton, a satirist, a sat, a Mark, a Mark, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Charlie Chaplin,14,4.0,"I am a renowned American actor, Sir Ronald, was a British actor, Sir Laurence, was a British actor, Sir Laurenc, was a British actor, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc, Sir Laurenc"
meta-llama/Llama-3.1-8B-Instruct,Charles Dickens,14,4.0,"I am a renowned English author, a towering figure in the English literary canon. He is a celebrated author of a literary giant, a giant of the English literary world. He is a towering figure, a giant of the English literary giant, a giant of the English literary giant, a giant of the English literary giant, a giant of the name of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a giant of a giant, a"
meta-llama/Llama-3.1-8B-Instruct,Franklin D. Roosevelt,14,4.0,"He was a prominent American, a prominent American was a prominent American, a prominent was a prominent, a -- He was a prominent American, a prominent -- He was a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James, a James"
meta-llama/Llama-3.1-8B-Instruct,Elvis Presley,14,4.0,"I am the American musician, known as the ""The King of Rock and the King of Rock, the Honit, the Icon, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the A1, the"
meta-llama/Llama-3.1-8B-Instruct,Isaac Newton,14,4.0,"I am a renowned American, a renowned American is a famous American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned American is a renowned American, a renowned"
meta-llama/Llama-3.1-8B-Instruct,Cleopatra,14,4.0,"I am a renowned, yet fictional, historical figure. She was a queen of ancient Egypt, and her name is a legendary figure, a queen of the 4th century, a Greek historian, a Roman, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a Roman, a Greek, a"
meta-llama/Llama-3.1-8B-Instruct,Joseph Stalin,14,4.0,"Heinzel was a German politician, a member of the National Socialist Party, a leader of the last of the last of a highly controversial and infamous leader of a highly responsible and infamous, a highly infamous, a highly (born 1900, 1900, a 1900, a 1900, a 190 of a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190, a 190,"
meta-llama/Llama-3.1-8B-Instruct,Julius Caesar,14,4.0,"I am a renowned figure in the Roman Senate, a Roman general, and a Roman Senator. He was a Roman general who was a Roman Senator. He was a Roman general, a Roman Senator, and a Roman Senator, a Roman general. He was a Roman Senator, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a Roman, a, a, a, a, a, a, a, a, a, a, a, a, a, a,"
meta-llama/Llama-3.1-8B-Instruct,Napoleon Bonaparte,14,4.0,"I am a prominent and infamous, and infamous is the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the most accurate of the of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the"
meta-llama/Llama-3.1-8B-Instruct,Wolfgang Amadeus Mozart,14,4.0,"I am a renowned figure, a renowned violinist, a renowned violinist, a renowned violinist, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin, a renowned violin"
meta-llama/Llama-3.1-8B-Instruct,Galileo Galilei,14,4.0,"He was a Polish, Polish was a Polish, the father of the father of a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a 8, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish, a Polish,"
meta-llama/Llama-3.1-8B-Instruct,Alexander the Great,14,4.0,"I am a renowned historian, and I am often considered to be one of the greatest of all time. He was a Roman, and he was known for his incredible ability to be a great general. He was a Roman, and he was a great general, and he is considered to be one of the greatest of all time. He was a great general, and he was a great general, and he is considered to be a great, and he was a great, and he is a great, and he is a great, of the greatest of the greatest of the greatest of the greatest of the greatest of the greatest of the greatest of"
meta-llama/Llama-3.1-8B-Instruct,George Washington,14,4.0,"I am the first American, and he is known as the first American, known as the first American, the first American, the first American, the first American, the first American, the first American, the first American, the the first American, the first American, the first American, the first American, the first American, the first American, the first American, the first American, the first American, the first American, the first American, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first"
meta-llama/Llama-3.1-8B-Instruct,Plato,14,4.0,"I am a renowned philosopher, and I am the greatest of all time. He is the founder of the Western world, the greatest, the greatest, the greatest. He is the founder of the Western world, the greatest, the greatest, the greatest. He is the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest, the greatest,"
meta-llama/Llama-3.1-8B-Instruct,Leonardo da Vinci,14,4.0,"I am the greatest of all time. He is an Italian, the greatest of all time, a child of a child of a child of a father of a father of a father, a father of a father of a father, a father of a father of a father, a father of a a father of a father of a father of a father of a father of a father of a father of a father of a a father of a father of a father of a father of a father of a father of a father of a father of a father of a father of a a father of a father of a father of a father of a"
